wordform,sum_freq,norm_freq,log_freq,Moby_pron,Rep_P,Rep_O
tote,1920,4.266666667,0.15199796551951558,t/oU/t,_/_/t/o/t/_/_/,_/_/t/o/t/e/_/_/
noon,8884,19.74222222,0.2774073232518569,n/u/n,_/_/n/u/n/_/_/,_/_/n/o/o/n/_/_/
nook,1223,2.7177777780000003,0.12013529589251101,n/U/k,_/_/n/U/k/_/_/,_/_/n/o/o/k/_/_/
stone,38636,85.85777778,0.4084273668352451,st/oU/n,_/s/t/o/n/_/_/,_/s/t/o/n/e/_/_/
meal,25232,56.07111111,0.37000478216305077,m/i/l,_/_/m/i/l/_/_/,_/_/m/e/a/l/_/_/
bond,25444,56.54222222,0.37075689816205076,b/A/nd,_/_/b/a/n/d/_/,_/_/b/o/n/d/_/_/
wade,3320,7.377777778,0.19446533183480064,w/eI/d,_/_/w/e/j/d/_/,_/_/w/a/d/e/_/_/
flirt,3046,6.7688888889999985,0.18756205427419007,fl/@/rt,_/f/l/^/r/t/_/,_/f/l/i/r/t/_/_/
groom,4528,10.06222222,0.21989471727816245,gr/u/m,_/g/r/u/m/_/_/,_/g/r/o/o/m/_/_/
neigh,119,0.264444444,0.05,n/eI/,_/_/n/e/j/_/_/,_/_/n/e/i/g/h/_/
smile,83843,186.3177778,0.4787390571331723,sm/aI/l,_/s/m/a/j/l/_/,_/s/m/i/l/e/_/_/
shaft,5062,11.24888889,0.22921728424052454,/S/&/ft,_/_/S/@/f/t/_/,_/s/h/a/f/t/_/_/
strand,6488,14.41777778,0.2502673959507788,str/&/nd,s/t/r/@/n/d/_/,s/t/r/a/n/d/_/_/
laud,971,2.1577777780000003,0.10519918537619334,l/O/d,_/_/l/a/d/_/_/,_/_/l/a/u/d/_/_/
hick,173,0.384444444,0.05,h/I/k,_/_/h/I/k/_/_/,_/_/h/i/c/k/_/_/
fleur,160,0.355555556,0.05,fl/@/r,_/f/l/^/r/_/_/,_/f/l/e/u/r/_/_/
schuss,41,0.091111111,0.05,/S/U/s,_/_/S/U/s/_/_/,s/c/h/u/s/s/_/_/
vie,2313,5.14,0.1660347047833736,v/aI/,_/_/v/a/j/_/_/,_/_/v/i/e/_/_/_/
vim,62,0.13777777800000002,0.05,v/I/m,_/_/v/I/m/_/_/,_/_/v/i/m/_/_/_/
teen,15393,34.20666667,0.3258103464838068,t/i/n,_/_/t/i/n/_/_/,_/_/t/e/e/n/_/_/
teem,330,0.7333333329999999,0.050322644944210126,t/i/m,_/_/t/i/m/_/_/,_/_/t/e/e/m/_/_/
krill,152,0.337777778,0.05,kr/I/l,_/k/r/I/l/_/_/,_/k/r/i/l/l/_/_/
mall,11462,25.47111111,0.29971966146743895,m/O/l,_/_/m/a/l/_/_/,_/_/m/a/l/l/_/_/
male,58641,130.31333329999998,0.4462406681115171,m/eI/l,_/_/m/e/j/l/_/,_/_/m/a/l/e/_/_/
dress,54415,120.9222222,0.43945198272761116,dr/E/s,_/d/r/E/s/_/_/,_/d/r/e/s/s/_/_/
plant,86061,191.2466667,0.4811152522395584,pl/&/nt,_/p/l/@/n/t/_/,_/p/l/a/n/t/_/_/
plane,38255,85.01111111,0.40753119090753226,pl/eI/n,_/p/l/e/j/n/_/,_/p/l/a/n/e/_/_/
plank,2662,5.915555556,0.17691707191124464,pl/&/N/k,_/p/l/@/G/k/_/,_/p/l/a/n/k/_/_/
trade,68286,151.7466667,0.4600731476421286,tr/eI/d,_/t/r/e/j/d/_/,_/t/r/a/d/e/_/_/
its,603623,1341.384444,0.6589151994585957,/I/ts,_/_/_/I/t/s/_/,_/_/_/i/t/s/_/_/
scribe,871,1.935555556,0.09852313843356955,skr/i/b,s/k/r/i/b/_/_/,s/c/r/i/b/e/_/_/
clump,2842,6.3155555560000005,0.18206141313607954,kl/@/mp,_/k/l/^/m/p/_/,_/c/l/u/m/p/_/_/
frock,645,1.4333333330000002,0.08135681648435868,fr/A/k,_/f/r/a/k/_/_/,_/f/r/o/c/k/_/_/
odd,14095,31.32222222,0.31798990830449647,/A/d,_/_/_/a/d/_/_/,_/_/_/o/d/d/_/_/
bract,71,0.157777778,0.05,br/&/kt,_/b/r/@/k/t/_/,_/b/r/a/c/t/_/_/
brace,6157,13.68222222,0.2457951092461192,br/eI/s,_/b/r/e/j/s/_/,_/b/r/a/c/e/_/_/
scuff,690,1.533333333,0.08504139538578243,sk/@/f,_/s/k/^/f/_/_/,_/s/c/u/f/f/_/_/
leg,54586,121.3022222,0.43973668372936003,l/E/g,_/_/l/E/g/_/_/,_/_/l/e/g/_/_/_/
rite,3486,7.746666667,0.1984075481641577,r/aI/t,_/_/r/a/j/t/_/,_/_/r/i/t/e/_/_/
kneel,6413,14.25111111,0.24927302330228662,n/i/l,_/_/n/i/l/_/_/,_/k/n/e/e/l/_/_/
load,24079,53.50888889,0.36580234752914537,l/oU/d,_/_/l/o/d/_/_/,_/_/l/o/a/d/_/_/
loaf,3600,8.0,0.20101970485964402,l/oU/f,_/_/l/o/f/_/_/,_/_/l/o/a/f/_/_/
loam,321,0.713333333,0.05,l/oU/m,_/_/l/o/m/_/_/,_/_/l/o/a/m/_/_/
loan,27094,60.20888889,0.3764084276874812,l/oU/n,_/_/l/o/n/_/_/,_/_/l/o/a/n/_/_/
hind,1226,2.724444444,0.1202992039707479,h/aI/nd,_/_/h/a/j/n/d/,_/_/h/i/n/d/_/_/
pound,39580,87.95555556,0.41061071232170737,p/AU/nd,_/_/p/a/w/n/d/,_/_/p/o/u/n/d/_/
chase,19591,43.53555556,0.3473148240559492,/tS/eI/s,_/_/C/e/j/s/_/,_/c/h/a/s/e/_/_/
mint,4481,9.957777777999999,0.21902682573866636,m/I/nt,_/_/m/I/n/t/_/,_/_/m/i/n/t/_/_/
snail,1707,3.793333333,0.1433823943140838,sn/eI/l,_/s/n/e/j/l/_/,_/s/n/a/i/l/_/_/
stack,11574,25.72,0.3005758389396084,st/&/k,_/s/t/@/k/_/_/,_/s/t/a/c/k/_/_/
strobe,511,1.135555556,0.06941440774331321,str/oU/b,s/t/r/o/b/_/_/,s/t/r/o/b/e/_/_/
quest,7750,17.22222222,0.265556927631501,kw/E/st,_/k/w/E/s/t/_/,_/_/q/u/e/s/t/_/
lithe,544,1.208888889,0.0725032989128433,l/aI/D/,_/_/l/a/j/D/_/,_/_/l/i/t/h/e/_/
tarn,112,0.248888889,0.05,t/A/rn,_/_/t/a/r/n/_/,_/_/t/a/r/n/_/_/
tuft,1410,3.133333333,0.12982918849233516,t/@/ft,_/_/t/^/f/t/_/,_/_/t/u/f/t/_/_/
scrape,6136,13.63555556,0.2455038563748653,skr/eI/p,s/k/r/e/j/p/_/,s/c/r/a/p/e/_/_/
tuff,88,0.195555556,0.05,t/@/f,_/_/t/^/f/_/_/,_/_/t/u/f/f/_/_/
tart,2838,6.306666667000001,0.1819501814974747,t/A/rt,_/_/t/a/r/t/_/,_/_/t/a/r/t/_/_/
scrub,5226,11.61333333,0.23189964182178102,skr/@/b,s/k/r/^/b/_/_/,s/c/r/u/b/_/_/_/
scrum,128,0.284444444,0.05,skr/@/m,s/k/r/^/m/_/_/,s/c/r/u/m/_/_/_/
age,126837,281.86,0.5164454338837349,/eI/dZ/,_/_/_/e/j/J/_/,_/_/_/a/g/e/_/_/
feud,2120,4.711111111,0.1594099530127052,f/j/u/d,_/f/j/u/d/_/_/,_/_/f/e/u/d/_/_/
vetch,84,0.186666667,0.05,v/E/t/S/,_/_/v/E/t/S/_/,_/_/v/e/t/c/h/_/
pout,1028,2.284444444,0.10879731488362766,p/AU/t,_/_/p/a/w/t/_/,_/_/p/o/u/t/_/_/
ode,673,1.495555556,0.08366682587525386,/oU/d,_/_/_/o/d/_/_/,_/_/_/o/d/e/_/_/
great,283564,630.1422222,0.5898718037638156,gr/eI/t,_/g/r/e/j/t/_/,_/g/r/e/a/t/_/_/
zip,4415,9.811111111,0.21779401641581442,z/I/p,_/_/z/I/p/_/_/,_/_/z/i/p/_/_/_/
this,2180627,4845.837778,0.7763747364571134,/D/I/s,_/_/D/I/s/_/_/,_/t/h/i/s/_/_/_/
pour,23636,52.52444444,0.36413494813951713,p/oU/r,_/_/p/o/r/_/_/,_/_/p/o/u/r/_/_/
thin,29897,66.43777778,0.3852747997273814,/T/I/n,_/_/T/I/n/_/_/,_/t/h/i/n/_/_/_/
pouf,60,0.133333333,0.05,p/u/f,_/_/p/u/f/_/_/,_/_/p/o/u/f/_/_/
bend,23058,51.24,0.36191270711245577,b/E/nd,_/_/b/E/n/d/_/,_/_/b/e/n/d/_/_/
claque,25,0.055555556,0.05,kl/&/k,_/k/l/@/k/_/_/,_/c/l/a/q/u/e/_/
mumps,133,0.295555556,0.05,m/@/mps,_/_/m/^/m/p/s/,_/_/m/u/m/p/s/_/
tied,219,0.4866666670000001,0.05,t/aI/d,_/_/t/a/j/d/_/,_/_/t/i/e/d/_/_/
cusp,582,1.293333333,0.07593563073586931,k/@/sp,_/_/k/^/s/p/_/,_/_/c/u/s/p/_/_/
cuss,652,1.448888889,0.08193980989158559,k/@/s,_/_/k/^/s/_/_/,_/_/c/u/s/s/_/_/
cage,7763,17.25111111,0.2657018547537868,k/eI/dZ/,_/_/k/e/j/J/_/,_/_/c/a/g/e/_/_/
valve,4338,9.64,0.21633442329214592,v/&/lv,_/_/v/@/l/v/_/,_/_/v/a/l/v/e/_/
shut,30936,68.74666667,0.38835467660800344,/S/@/t,_/_/S/^/t/_/_/,_/s/h/u/t/_/_/_/
thrush,254,0.5644444439999999,0.05,/T/r/@/S/,_/T/r/^/S/_/_/,t/h/r/u/s/h/_/_/
tempt,4462,9.915555556000001,0.21867362562765927,t/E/mpt,_/_/t/E/m/p/t/,_/_/t/e/m/p/t/_/
thrust,6779,15.06444444,0.2540263789318651,/T/r/@/st,_/T/r/^/s/t/_/,t/h/r/u/s/t/_/_/
shul,87,0.193333333,0.05,/S/U/l,_/_/S/U/l/_/_/,_/s/h/u/l/_/_/_/
scarp,80,0.177777778,0.05,sk/A/rp,_/s/k/a/r/p/_/,_/s/c/a/r/p/_/_/
scare,10296,22.88,0.2902952342267728,sk/@/r,_/s/k/^/r/_/_/,_/s/c/a/r/e/_/_/
scarf,4529,10.06444444,0.2199130938813946,sk/A/rf,_/s/k/a/r/f/_/,_/s/c/a/r/f/_/_/
strict,8999,19.99777778,0.27852761850175495,str/I/kt,s/t/r/I/k/t/_/,s/t/r/i/c/t/_/_/
psalm,1082,2.404444444,0.11208029340877239,s/A/m,_/_/s/a/m/_/_/,_/p/s/a/l/m/_/_/
rough,15058,33.46222222,0.3238550882626286,r/@/f,_/_/r/^/f/_/_/,_/_/r/o/u/g/h/_/
pause,23791,52.86888889,0.36472181223030103,p/O/z,_/_/p/a/z/_/_/,_/_/p/a/u/s/e/_/
wire,19243,42.76222222,0.34571223473847407,w/aI/r,_/_/w/a/j/r/_/,_/_/w/i/r/e/_/_/
ramp,4520,10.04444444,0.2197475712523808,r/&/mp,_/_/r/@/m/p/_/,_/_/r/a/m/p/_/_/
puff,4381,9.735555556,0.21715238995574604,p/@/f,_/_/p/^/f/_/_/,_/_/p/u/f/f/_/_/
waste,32935,73.18888889,0.39400358218446807,w/eI/st,_/_/w/e/j/s/t/,_/_/w/a/s/t/e/_/
lest,2098,4.662222222,0.15862341583835415,l/E/st,_/_/l/E/s/t/_/,_/_/l/e/s/t/_/_/
less,166720,370.4888889,0.541382035362984,l/E/s,_/_/l/E/s/_/_/,_/_/l/e/s/s/_/_/
haul,9141,20.31333333,0.2798922758666412,h/O/l,_/_/h/a/l/_/_/,_/_/h/a/u/l/_/_/
five,145143,322.54,0.52873873989083,f/aI/v,_/_/f/a/j/v/_/,_/_/f/i/v/e/_/_/
desk,26772,59.49333333,0.37533259673465363,d/E/sk,_/_/d/E/s/k/_/,_/_/d/e/s/k/_/_/
furred,65,0.144444444,0.05,f/@/rd,_/_/f/^/r/d/_/,_/_/f/u/r/r/e/d/
mere,12117,26.92666667,0.3046168349249693,m/i/r,_/_/m/i/r/_/_/,_/_/m/e/r/e/_/_/
grate,3751,8.335555556000001,0.20436868853691478,gr/eI/t,_/g/r/e/j/t/_/,_/g/r/a/t/e/_/_/
chance,72217,160.4822222,0.46516118760000824,/tS/&/ns,_/_/C/@/n/s/_/,_/c/h/a/n/c/e/_/
rule,86771,192.8244444,0.4818630344071796,r/u/l,_/_/r/u/l/_/_/,_/_/r/u/l/e/_/_/
cess,44,0.097777778,0.05,s/E/s,_/_/s/E/s/_/_/,_/_/c/e/s/s/_/_/
whisk,5493,12.20666667,0.23610509842041075,w/I/sk,_/_/w/I/s/k/_/,_/w/h/i/s/k/_/_/
whist,77,0.171111111,0.05,w/I/st,_/_/w/I/s/t/_/,_/w/h/i/s/t/_/_/
toll,7193,15.98444444,0.2591212988607034,t/oU/l,_/_/t/o/l/_/_/,_/_/t/o/l/l/_/_/
tole,88,0.195555556,0.05,t/oU/l,_/_/t/o/l/_/_/,_/_/t/o/l/e/_/_/
shun,1977,4.393333333,0.15417226696341355,/S/@/n,_/_/S/^/n/_/_/,_/s/h/u/n/_/_/_/
bilge,274,0.6088888889999999,0.05,b/I/l/dZ/,_/_/b/I/l/J/_/,_/_/b/i/l/g/e/_/
word,178055,395.6777778,0.5473841386082969,w/@/rd,_/_/w/^/r/d/_/,_/_/w/o/r/d/_/_/
work,598134,1329.186667,0.6580800799794454,w/@/rk,_/_/w/^/r/k/_/,_/_/w/o/r/k/_/_/
worm,5991,13.31333333,0.2434671158043773,w/@/rm,_/_/w/^/r/m/_/,_/_/w/o/r/m/_/_/
worn,1842,4.093333333,0.1489363049424954,w/oU/rn,_/_/w/o/r/n/_/,_/_/w/o/r/n/_/_/
wort,277,0.615555556,0.05,w/@/rt,_/_/w/^/r/t/_/,_/_/w/o/r/t/_/_/
lam,234,0.52,0.05,l/&/m,_/_/l/@/m/_/_/,_/_/l/a/m/_/_/_/
lab,19147,42.54888889,0.34526515577008476,l/&/b,_/_/l/@/b/_/_/,_/_/l/a/b/_/_/_/
lax,1410,3.133333333,0.12982918849233516,l/&/ks,_/_/l/@/k/s/_/,_/_/l/a/x/_/_/_/
lay,59131,131.4022222,0.4469961855090515,l/eI/,_/_/l/e/j/_/_/,_/_/l/a/y/_/_/_/
lat,46,0.102222222,0.05,l/A/t,_/_/l/a/t/_/_/,_/_/l/a/t/_/_/_/
law,153512,341.1377778,0.5338520744204369,l/O/,_/_/l/a/_/_/_/,_/_/l/a/w/_/_/_/
lap,11683,25.96222222,0.30140145972973365,l/&/p,_/_/l/@/p/_/_/,_/_/l/a/p/_/_/_/
sludge,1756,3.902222222,0.1454374486363352,sl/@/dZ/,_/s/l/^/J/_/_/,_/s/l/u/d/g/e/_/
sheaf,603,1.34,0.07777861702021203,/S/i/f,_/_/S/i/f/_/_/,_/s/h/e/a/f/_/_/
strafe,230,0.5111111110000001,0.05,str/eI/f,s/t/r/e/j/f/_/,s/t/r/a/f/e/_/_/
shear,2553,5.673333333,0.1736551750934782,/S/i/r,_/_/S/i/r/_/_/,_/s/h/e/a/r/_/_/
break,141065,313.4777778,0.5261396259831154,br/eI/k,_/b/r/e/j/k/_/,_/b/r/e/a/k/_/_/
bread,19656,43.68,0.3476110716303729,br/E/d,_/b/r/E/d/_/_/,_/b/r/e/a/d/_/_/
prawn,472,1.048888889,0.0656241339855584,pr/O/n,_/p/r/a/n/_/_/,_/p/r/a/w/n/_/_/
clade,90,0.2,0.05,kl/eI/d,_/k/l/e/j/d/_/,_/c/l/a/d/e/_/_/
louse,803,1.784444444,0.09368814804783966,l/AU/s,_/_/l/a/w/s/_/,_/_/l/o/u/s/e/_/
hike,14286,31.74666667,0.31918347806306885,h/aI/k,_/_/h/a/j/k/_/,_/_/h/i/k/e/_/_/
sconce,330,0.7333333329999999,0.050322644944210126,sk/A/ns,_/s/k/a/n/s/_/,_/s/c/o/n/c/e/_/
lull,1660,3.688888889,0.1413668750371756,l/@/l,_/_/l/^/l/_/_/,_/_/l/u/l/l/_/_/
forced,4054,9.008888889,0.2107402153608764,f/oU/rst,_/_/f/o/r/s/t/,_/_/f/o/r/c/e/d/
phase,19738,43.86222222,0.3479834361071296,f/eI/z,_/_/f/e/j/z/_/,_/p/h/a/s/e/_/_/
thresh,78,0.173333333,0.05,/T/r/E/S/,_/T/r/E/S/_/_/,t/h/r/e/s/h/_/_/
toast,6814,15.14222222,0.2544682593816117,t/oU/st,_/_/t/o/s/t/_/,_/_/t/o/a/s/t/_/
stead,400,0.8888888890000001,0.0581853468737913,st/E/d,_/s/t/E/d/_/_/,_/s/t/e/a/d/_/_/
steak,6831,15.18,0.25468211939888996,st/eI/k,_/s/t/e/j/k/_/,_/s/t/e/a/k/_/_/
steal,25426,56.50222222,0.37069327891335013,st/i/l,_/s/t/i/l/_/_/,_/s/t/e/a/l/_/_/
steam,8832,19.62666667,0.2768962157440948,st/i/m,_/s/t/i/m/_/_/,_/s/t/e/a/m/_/_/
ghoul,397,0.882222222,0.057861876831736894,g/u/l,_/_/g/u/l/_/_/,_/g/h/o/u/l/_/_/
bier,144,0.32,0.05,b/i/r,_/_/b/i/r/_/_/,_/_/b/i/e/r/_/_/
frump,18,0.04,0.05,fr/@/mp,_/f/r/^/m/p/_/,_/f/r/u/m/p/_/_/
ill,13568,30.15111111,0.3146135365276435,/I/l,_/_/_/I/l/_/_/,_/_/_/i/l/l/_/_/
ilk,459,1.02,0.064324992397073,/I/lk,_/_/_/I/l/k/_/,_/_/_/i/l/k/_/_/
spear,4452,9.893333333,0.218487181679812,sp/i/r,_/s/p/i/r/_/_/,_/s/p/e/a/r/_/_/
speak,140977,313.2822222,0.5260827171678837,sp/i/k,_/s/p/i/k/_/_/,_/s/p/e/a/k/_/_/
thrice,230,0.5111111110000001,0.05,/T/r/aI/s,_/T/r/a/j/s/_/,t/h/r/i/c/e/_/_/
leech,562,1.248888889,0.07414520159064657,l/i/tS/,_/_/l/i/C/_/_/,_/_/l/e/e/c/h/_/
hoist,2425,5.388888889,0.16967003835863936,h/Oi/st,_/_/h/o/j/s/t/,_/_/h/o/i/s/t/_/
stink,3203,7.117777778,0.19158105761513164,st/I/N/k,_/s/t/I/G/k/_/,_/s/t/i/n/k/_/_/
sting,4792,10.64888889,0.22462235117844317,st/I/N/,_/s/t/I/G/_/_/,_/s/t/i/n/g/_/_/
brake,8177,18.17111111,0.27020110293337724,br/eI/k,_/b/r/e/j/k/_/,_/b/r/a/k/e/_/_/
stint,2665,5.922222222,0.17700522480182318,st/I/nt,_/s/t/I/n/t/_/,_/s/t/i/n/t/_/_/
nil,494,1.097777778,0.06778150750978605,n/I/l,_/_/n/I/l/_/_/,_/_/n/i/l/_/_/_/
nib,166,0.368888889,0.05,n/I/b,_/_/n/I/b/_/_/,_/_/n/i/b/_/_/_/
swell,6974,15.49777778,0.2564615410915691,sw/E/l,_/s/w/E/l/_/_/,_/s/w/e/l/l/_/_/
nix,549,1.22,0.07296234658654575,n/I/ks,_/_/n/I/k/s/_/,_/_/n/i/x/_/_/_/
nip,1293,2.873333333,0.12388532945582013,n/I/p,_/_/n/I/p/_/_/,_/_/n/i/p/_/_/_/
nit,276,0.6133333329999999,0.05,n/I/t,_/_/n/I/t/_/_/,_/_/n/i/t/_/_/_/
drip,6321,14.04666667,0.24803831235594243,dr/I/p,_/d/r/I/p/_/_/,_/d/r/i/p/_/_/_/
drib,47,0.104444444,0.05,dr/I/b,_/d/r/I/b/_/_/,_/d/r/i/b/_/_/_/
rile,528,1.173333333,0.07101867385589887,r/aI/l,_/_/r/a/j/l/_/,_/_/r/i/l/e/_/_/
rill,97,0.215555556,0.05,r/I/l,_/_/r/I/l/_/_/,_/_/r/i/l/l/_/_/
cede,1206,2.68,0.1192008953489788,s/i/d,_/_/s/i/d/_/_/,_/_/c/e/d/e/_/_/
baht,129,0.286666667,0.05,b/A/t,_/_/b/a/t/_/_/,_/_/b/a/h/t/_/_/
ply,1170,2.6,0.1171900889037395,pl/aI/,_/p/l/a/j/_/_/,_/p/l/y/_/_/_/_/
croak,925,2.055555556,0.1021885786314106,kr/oU/k,_/k/r/o/k/_/_/,_/c/r/o/a/k/_/_/
treble,398,0.8844444440000001,0.057969827288168865,tr/E/b?l,_/t/r/E/b/l/_/,_/t/r/e/b/l/e/_/
loin,896,1.991111111,0.10023837445171965,l/Oi/n,_/_/l/o/j/n/_/,_/_/l/o/i/n/_/_/
deal,102548,227.8844444,0.49707423748742835,d/i/l,_/_/d/i/l/_/_/,_/_/d/e/a/l/_/_/
stake,16866,37.48,0.3339439203543565,st/eI/k,_/s/t/e/j/k/_/,_/s/t/a/k/e/_/_/
shrine,3942,8.76,0.20843643869696404,/S/r/aI/n,_/S/r/a/j/n/_/,s/h/r/i/n/e/_/_/
shrink,7040,15.64444444,0.2572712833238839,/S/r/I/N/k,_/S/r/I/G/k/_/,s/h/r/i/n/k/_/_/
troupe,1304,2.897777778,0.12446089219866435,tr/u/p,_/t/r/u/p/_/_/,_/t/r/o/u/p/e/_/
ketch,52,0.115555556,0.05,k/E/tS/,_/_/k/E/C/_/_/,_/_/k/e/t/c/h/_/
dance,42006,93.34666667,0.4159937819958175,d/&/ns,_/_/d/@/n/s/_/,_/_/d/a/n/c/e/_/
brown,31382,69.73777778,0.3896455851957788,br/AU/n,_/b/r/a/w/n/_/,_/b/r/o/w/n/_/_/
brave,11300,25.11111111,0.2984669111289753,br/eI/v,_/b/r/e/j/v/_/,_/b/r/a/v/e/_/_/
rouge,1612,3.582222222,0.13926159301805122,r/u/Z/,_/_/r/u/B/_/_/,_/_/r/o/u/g/e/_/
gawk,686,1.524444444,0.0847198203218285,g/O/k,_/_/g/a/k/_/_/,_/_/g/a/w/k/_/_/
gorge,2215,4.922222222,0.16273079933064655,g/O/r/dZ/,_/_/g/a/r/J/_/,_/_/g/o/r/g/e/_/
buck,17482,38.84888889,0.33714196579701566,b/@/k,_/_/b/^/k/_/_/,_/_/b/u/c/k/_/_/
marked,3516,7.813333332999999,0.19910222127718843,m/A/rkt,_/_/m/a/r/k/t/,_/_/m/a/r/k/e/d/
schlock,87,0.193333333,0.05,/S/l/A/k,_/S/l/a/k/_/_/,c/h/l/o/c/k/_/s/
club,53504,118.8977778,0.4379201266587813,kl/@/b,_/k/l/^/b/_/_/,_/c/l/u/b/_/_/_/
clue,10293,22.87333333,0.29026968960672844,kl/u/,_/k/l/u/_/_/_/,_/c/l/u/e/_/_/_/
blithe,208,0.462222222,0.05,bl/aI/D/,_/b/l/a/j/D/_/,_/b/l/i/t/h/e/_/
write,174185,387.0777778,0.5453788558609866,r/aI/t,_/_/r/a/j/t/_/,_/w/r/i/t/e/_/_/
bawd,30,0.066666667,0.05,b/O/d,_/_/b/a/d/_/_/,_/_/b/a/w/d/_/_/
dive,7328,16.28444444,0.2607231660455225,d/aI/v,_/_/d/a/j/v/_/,_/_/d/i/v/e/_/_/
bawl,612,1.36,0.07855724308458509,b/O/l,_/_/b/a/l/_/_/,_/_/b/a/w/l/_/_/
paunch,236,0.524444444,0.05,p/O/n/tS/,_/_/p/a/n/C/_/,_/_/p/a/u/n/c/h/
zap,1034,2.297777778,0.10916796231126809,z/&/p,_/_/z/@/p/_/_/,_/_/z/a/p/_/_/_/
thaw,2424,5.386666667,0.16963821090965178,/T/O/,_/_/T/a/_/_/_/,_/t/h/a/w/_/_/_/
thai,2711,6.0244444439999985,0.17834637325019362,t/aI/,_/_/t/a/j/_/_/,_/t/h/a/i/_/_/_/
than,728334,1618.52,0.6760858833749974,/D/&/n,_/_/D/@/n/_/_/,_/t/h/a/n/_/_/_/
sledge,373,0.828888889,0.05523210028597724,sl/E/dZ/,_/s/l/E/J/_/_/,_/s/l/e/d/g/e/_/
tooth,23696,52.65777778,0.36436256813150547,t/u/T/,_/_/t/u/T/_/_/,_/_/t/o/o/t/h/_/
pluck,3586,7.968888889,0.2007029021339233,pl/@/k,_/p/l/^/k/_/_/,_/p/l/u/c/k/_/_/
cleave,387,0.86,0.0567753081282993,kl/i/v,_/k/l/i/v/_/_/,_/c/l/e/a/v/e/_/
wreathe,215,0.477777778,0.05,r/i/D/,_/_/r/i/D/_/_/,_/w/r/e/a/t/h/e/
crumb,3290,7.3111111110000016,0.19373439843312484,kr/@/m,_/k/r/^/m/_/_/,_/c/r/u/m/b/_/_/
might,241534,536.7422222,0.5752198228423286,m/aI/t,_/_/m/a/j/t/_/,_/_/m/i/g/h/t/_/
charged,741,1.646666667,0.08904537074067534,/tS/A/r/dZ/d,_/_/C/a/r/J/d/,_/c/h/a/r/g/e/d/
peak,19407,43.12666667,0.34647097658031967,p/i/k,_/_/p/i/k/_/_/,_/_/p/e/a/k/_/_/
squirm,1936,4.302222222,0.15261353055944205,skw/@/rm,s/k/w/^/r/m/_/,_/s/q/u/i/r/m/_/
squire,876,1.946666667,0.09886876789420015,skw/aI/r,s/k/w/a/j/r/_/,_/s/q/u/i/r/e/_/
squirt,1232,2.7377777780000003,0.12062614183477008,skw/@/rt,s/k/w/^/r/t/_/,_/s/q/u/i/r/t/_/
strained,1455,3.233333333,0.13201625703164052,str/eI/nd,s/t/r/e/j/n/d/,s/t/r/a/i/n/e/d/
your,769838,1710.751111,0.6811531370331828,/j/U/r,_/_/j/U/r/_/_/,_/_/_/y/o/u/r/_/
lymph,989,2.1977777780000003,0.10635079791468391,l/I/mf,_/_/l/I/m/f/_/,_/_/l/y/m/p/h/_/
weft,194,0.431111111,0.05,w/E/ft,_/_/w/E/f/t/_/,_/_/w/e/f/t/_/_/
yon,550,1.222222222,0.07305388036226514,/j/A/n,_/_/j/a/n/_/_/,_/_/_/y/o/n/_/_/
yod,46,0.102222222,0.05,/j/U/d,_/_/j/U/d/_/_/,_/_/_/y/o/d/_/_/
that,5939462,13198.80444,0.8680343349950052,/D/&/t,_/_/D/@/t/_/_/,_/t/h/a/t/_/_/_/
you,3568520,7930.044444,0.8214287616666497,/j/u/,_/_/j/u/_/_/_/,_/_/_/y/o/u/_/_/
rogue,2587,5.748888889,0.17468518344645875,r/oU/g,_/_/r/o/g/_/_/,_/_/r/o/g/u/e/_/
fence,14592,32.42666667,0.3210638136553233,f/E/ns,_/_/f/E/n/s/_/,_/_/f/e/n/c/e/_/
trunk,9559,21.24222222,0.28379511134716223,tr/@/N/k,_/t/r/^/G/k/_/,_/t/r/u/n/k/_/_/
swash,40,0.088888889,0.05,sw/A/S/,_/s/w/a/S/_/_/,_/s/w/a/s/h/_/_/
tried,582,1.293333333,0.07593563073586931,tr/aI/d,_/t/r/a/j/d/_/,_/t/r/i/e/d/_/_/
rude,3489,7.753333333,0.19847725331129754,r/u/d,_/_/r/u/d/_/_/,_/_/r/u/d/e/_/_/
trier,17,0.037777778,0.05,tr/i/r,_/t/r/i/r/_/_/,_/t/r/i/e/r/_/_/
a,11822994,26273.32,0.931013768446949,/eI/,_/_/_/e/j/_/_/,_/_/_/a/_/_/_/_/
egg,33061,73.46888889,0.3943482217125429,/E/g,_/_/_/E/g/_/_/,_/_/_/e/g/g/_/_/
forked,284,0.6311111110000001,0.05,f/O/rkt,_/_/f/a/r/k/t/,_/_/f/o/r/k/e/d/
balm,933,2.0733333330000003,0.10271932997544508,b/A/m,_/_/b/a/m/_/_/,_/_/b/a/l/m/_/_/
mist,4861,10.80222222,0.22581874320664513,m/I/st,_/_/m/I/s/t/_/,_/_/m/i/s/t/_/_/
bowed,209,0.464444444,0.05,b/oU/d,_/_/b/o/d/_/_/,_/_/b/o/w/e/d/_/
bride,6403,14.22888889,0.24913961995232237,br/aI/d,_/b/r/a/j/d/_/,_/b/r/i/d/e/_/_/
sty,120,0.266666667,0.05,st/aI/,_/s/t/a/j/_/_/,_/s/t/y/_/_/_/_/
