wordform,sum_freq,norm_freq,log_freq,Moby_pron,Rep_P,Rep_O
knell,234,0.52,0.05,n/E/l,_/_/n/E/l/_/_/,_/k/n/e/l/l/_/_/
cramp,2177,4.837777778,0.16141688998489975,kr/&/mp,_/k/r/@/m/p/_/,_/c/r/a/m/p/_/_/
plough,295,0.655555556,0.05,pl/AU/,_/p/l/a/w/_/_/,_/p/l/o/u/g/h/_/
wop,62,0.13777777800000002,0.05,w/A/p,_/_/w/a/p/_/_/,_/_/w/o/p/_/_/_/
woo,2454,5.453333333,0.17058825069732894,w/u/,_/_/w/u/_/_/_/,_/_/w/o/o/_/_/_/
woe,2568,5.706666667,0.17411102064129766,w/oU/,_/_/w/o/_/_/_/,_/_/w/o/e/_/_/_/
cuff,4170,9.266666667,0.2130666469845459,k/@/f,_/_/k/^/f/_/_/,_/_/c/u/f/f/_/_/
piss,3090,6.8666666670000005,0.1887063194646465,p/I/s,_/_/p/I/s/_/_/,_/_/p/i/s/s/_/_/
buzz,2188,4.862222222,0.1617991766172916,b/@/z,_/_/b/^/z/_/_/,_/_/b/u/z/z/_/_/
wet,18652,41.44888889,0.34292457667780774,w/E/t,_/_/w/E/t/_/_/,_/_/w/e/t/_/_/_/
else,101079,224.62,0.49576000321529856,/E/ls,_/_/_/E/l/s/_/,_/_/_/e/l/s/e/_/
bight,59,0.131111111,0.05,b/aI/t,_/_/b/a/j/t/_/,_/_/b/i/g/h/t/_/
shay,139,0.308888889,0.05,/S/eI/,_/_/S/e/j/_/_/,_/s/h/a/y/_/_/_/
shag,586,1.302222222,0.07628954998381039,/S/&/g,_/_/S/@/g/_/_/,_/s/h/a/g/_/_/_/
shah,484,1.075555556,0.06680718510188406,/S/A/,_/_/S/a/_/_/_/,_/s/h/a/h/_/_/_/
sham,1267,2.815555556,0.12251033927613937,/S/@/m,_/_/S/^/m/_/_/,_/s/h/a/m/_/_/_/
dime,2865,6.3666666670000005,0.18269838384389506,d/aI/m,_/_/d/a/j/m/_/,_/_/d/i/m/e/_/_/
grind,5822,12.93777778,0.24103458463425673,gr/aI/nd,_/g/r/a/j/n/d/,_/g/r/i/n/d/_/_/
tick,4776,10.61333333,0.224342677986134,t/I/k,_/_/t/I/k/_/_/,_/_/t/i/c/k/_/_/
strife,1417,3.148888889,0.13017285194485223,str/aI/f,s/t/r/a/j/f/_/,s/t/r/i/f/e/_/_/
lathe,340,0.7555555559999999,0.05148811310706472,l/eI/D/,_/_/l/e/j/D/_/,_/_/l/a/t/h/e/_/
slash,5175,11.5,0.23107388833686016,sl/&/S/,_/s/l/@/S/_/_/,_/s/l/a/s/h/_/_/
run,196249,436.1088889,0.5562637846092727,r/@/n,_/_/r/^/n/_/_/,_/_/r/u/n/_/_/_/
rum,2135,4.744444444,0.15994237746067036,r/@/m,_/_/r/^/m/_/_/,_/_/r/u/m/_/_/_/
rub,14717,32.70444444,0.32182094340087286,r/@/b,_/_/r/^/b/_/_/,_/_/r/u/b/_/_/_/
rug,5575,12.38888889,0.2373587973093713,r/@/g,_/_/r/^/g/_/_/,_/_/r/u/g/_/_/_/
rue,300,0.666666667,0.05,r/u/,_/_/r/u/_/_/_/,_/_/r/u/e/_/_/_/
rut,1818,4.04,0.14797326436824307,r/@/t,_/_/r/^/t/_/_/,_/_/r/u/t/_/_/_/
faith,33417,74.26,0.395315007153523,f/eI/T/,_/_/f/e/j/T/_/,_/_/f/a/i/t/h/_/
seeing,3275,7.277777778,0.19336673011741373,s/i/i/N/,_/_/s/i/G/_/_/,_/_/s/e/e/i/n/g/
seethe,1072,2.382222222,0.11148115564578609,s/i/D/,_/_/s/i/D/_/_/,_/_/s/e/e/t/h/e/
forge,5673,12.60666667,0.2388349282951704,f/oU/r/dZ/,_/_/f/o/r/J/_/,_/_/f/o/r/g/e/_/
heath,29,0.064444444,0.05,h/i/T/,_/_/h/i/T/_/_/,_/_/h/e/a/t/h/_/
depth,14952,33.22666667,0.3232276041549922,d/E/p/T/,_/_/d/E/p/T/_/,_/_/d/e/p/t/h/_/
ass,7888,17.52888889,0.26708379165481544,/&/s,_/_/_/@/s/_/_/,_/_/_/a/s/s/_/_/
