wordform,word_class,sum_freq,norm_freq,Moby_pron,Rep_P,Rep_O
belt,vv,62.0,0.13777777777777778,b/E/lt,_/_/b/E/l/t/_/,_/_/b/e/l/t/_/_/
vow,nn,1129.0,2.508888888888889,v/AU/,_/_/v/a/w/_/_/,_/_/v/o/w/_/_/_/
vow,vv,446.0,0.9911111111111112,v/AU/,_/_/v/a/w/_/_/,_/_/v/o/w/_/_/_/
salve,nn,287.0,0.6377777777777778,s/&/v,_/_/s/@/v/_/_/,_/_/s/a/l/v/e/_/
salve,vv,89.0,0.19777777777777777,s/&/v,_/_/s/@/v/_/_/,_/_/s/a/l/v/e/_/
reap,vv,1654.0,3.6755555555555555,r/i/p,_/_/r/i/p/_/_/,_/_/r/e/a/p/_/_/
spine,nn,5080.0,11.28888888888889,sp/aI/n,_/s/p/a/j/n/_/,_/s/p/i/n/e/_/_/
bounce,vv,2207.0,4.904444444444445,b/AU/ns,_/_/b/a/w/n/s/,_/_/b/o/u/n/c/e/
bounce,nn,1132.0,2.5155555555555558,b/AU/ns,_/_/b/a/w/n/s/,_/_/b/o/u/n/c/e/
cupped,jj,337.0,0.7488888888888889,k/@/pt,_/_/k/^/p/t/_/,_/_/c/u/p/p/e/d/
span,nn,4085.0,9.077777777777778,sp/&/n,_/s/p/@/n/_/_/,_/s/p/a/n/_/_/_/
span,vv,871.0,1.9355555555555555,sp/&/n,_/s/p/@/n/_/_/,_/s/p/a/n/_/_/_/
spam,nn,1191.0,2.6466666666666665,sp/&/m,_/s/p/@/m/_/_/,_/s/p/a/m/_/_/_/
sock,nn,1508.0,3.351111111111111,s/A/k,_/_/s/a/k/_/_/,_/_/s/o/c/k/_/_/
sock,vv,184.0,0.4088888888888889,s/A/k,_/_/s/a/k/_/_/,_/_/s/o/c/k/_/_/
spay,vv,66.0,0.14666666666666667,sp/eI/,_/s/p/e/j/_/_/,_/s/p/a/y/_/_/_/
spar,vv,132.0,0.29333333333333333,sp/A/r,_/s/p/a/r/_/_/,_/s/p/a/r/_/_/_/
spar,nn,111.0,0.24666666666666667,sp/A/r,_/s/p/a/r/_/_/,_/s/p/a/r/_/_/_/
spat,nn,229.0,0.5088888888888888,sp/&/t,_/s/p/@/t/_/_/,_/s/p/a/t/_/_/_/
haunt,vv,1563.0,3.473333333333333,h/O/nt,_/_/h/a/n/t/_/,_/_/h/a/u/n/t/_/
haunt,nn,261.0,0.58,h/O/nt,_/_/h/a/n/t/_/,_/_/h/a/u/n/t/_/
chap,nn,750.0,1.6666666666666667,/tS/A/p,_/_/C/a/p/_/_/,_/c/h/a/p/_/_/_/
chaps,nn,377.0,0.8377777777777777,/tS/&/ps,_/_/C/@/p/s/_/,_/c/h/a/p/s/_/_/
chaw,nn,45.0,0.1,/tS/O/,_/_/C/a/_/_/_/,_/c/h/a/w/_/_/_/
chat,nn,2903.0,6.4511111111111115,/tS/&/t,_/_/C/@/t/_/_/,_/c/h/a/t/_/_/_/
chat,vv,2112.0,4.693333333333333,/tS/&/t,_/_/C/@/t/_/_/,_/c/h/a/t/_/_/_/
lane,nn,10432.0,23.182222222222222,l/eI/n,_/_/l/e/j/n/_/,_/_/l/a/n/e/_/_/
land,nn,66804.0,148.45333333333335,l/&/nd,_/_/l/@/n/d/_/,_/_/l/a/n/d/_/_/
land,vv,6541.0,14.535555555555556,l/&/nd,_/_/l/@/n/d/_/,_/_/l/a/n/d/_/_/
lank,jj,164.0,0.36444444444444446,l/&/N/k,_/_/l/@/G/k/_/,_/_/l/a/n/k/_/_/
crease,nn,524.0,1.1644444444444444,kr/i/s,_/k/r/i/s/_/_/,_/c/r/e/a/s/e/_/
crease,vv,93.0,0.20666666666666667,kr/i/s,_/k/r/i/s/_/_/,_/c/r/e/a/s/e/_/
crook,nn,1352.0,3.0044444444444443,kr/U/k,_/k/r/U/k/_/_/,_/c/r/o/o/k/_/_/
lube,nn,250.0,0.5555555555555556,l/u/b,_/_/l/u/b/_/_/,_/_/l/u/b/e/_/_/
lube,vv,131.0,0.2911111111111111,l/u/b,_/_/l/u/b/_/_/,_/_/l/u/b/e/_/_/
next,md,204988.0,455.5288888888889,n/E/kst,_/_/n/E/k/s/t/,_/_/n/e/x/t/_/_/
next,ii,29831.0,66.2911111111111,n/E/kst,_/_/n/E/k/s/t/,_/_/n/e/x/t/_/_/
babe,nn,3260.0,7.2444444444444445,b/eI/b,_/_/b/e/j/b/_/,_/_/b/a/b/e/_/_/
wedge,nn,2584.0,5.742222222222222,w/E/dZ/,_/_/w/E/J/_/_/,_/_/w/e/d/g/e/_/
wedged,vv,878.0,1.951111111111111,w/E/dZ/d,_/_/w/E/J/d/_/,_/_/w/e/d/g/e/d/
wedge,vv,352.0,0.7822222222222223,w/E/dZ/,_/_/w/E/J/_/_/,_/_/w/e/d/g/e/_/
lock,nn,5566.0,12.36888888888889,l/A/k,_/_/l/a/k/_/_/,_/_/l/o/c/k/_/_/
lock,vv,3898.0,8.662222222222223,l/A/k,_/_/l/a/k/_/_/,_/_/l/o/c/k/_/_/
chow,vv,139.0,0.3088888888888889,/tS/AU/,_/_/C/a/w/_/_/,_/c/h/o/w/_/_/_/
thigh,nn,3572.0,7.937777777777778,/T/aI/,_/_/T/a/j/_/_/,_/t/h/i/g/h/_/_/
mute,jj,1466.0,3.2577777777777777,m/j/u/t,_/m/j/u/t/_/_/,_/_/m/u/t/e/_/_/
mute,vv,193.0,0.4288888888888889,m/j/u/t,_/m/j/u/t/_/_/,_/_/m/u/t/e/_/_/
mute,nn,50.0,0.1111111111111111,m/j/u/t,_/m/j/u/t/_/_/,_/_/m/u/t/e/_/_/
mutt,nn,568.0,1.2622222222222221,m/@/t,_/_/m/^/t/_/_/,_/_/m/u/t/t/_/_/
snake,nn,6045.0,13.433333333333334,sn/eI/k,_/s/n/e/j/k/_/,_/s/n/a/k/e/_/_/
snake,vv,81.0,0.18,sn/eI/k,_/s/n/e/j/k/_/,_/s/n/a/k/e/_/_/
scorch,vv,143.0,0.31777777777777777,sk/O/r/tS/,_/s/k/a/r/C/_/,_/s/c/o/r/c/h/_/
scorch,nn,85.0,0.18888888888888888,sk/O/r/tS/,_/s/k/a/r/C/_/,_/s/c/o/r/c/h/_/
bump,nn,2313.0,5.14,b/@/mp,_/_/b/^/m/p/_/,_/_/b/u/m/p/_/_/
bump,vv,1060.0,2.3555555555555556,b/@/mp,_/_/b/^/m/p/_/,_/_/b/u/m/p/_/_/
could,vm,711592.0,1581.3155555555556,k/U/d,_/_/k/U/d/_/_/,_/_/c/o/u/l/d/_/
length,nn,18818.0,41.81777777777778,l/E/N/k/T/,_/_/l/E/G/k/T/,_/_/l/e/n/g/t/h/
scene,nn,44596.0,99.10222222222222,s/i/n,_/_/s/i/n/_/_/,_/s/c/e/n/e/_/_/
scent,nn,6170.0,13.71111111111111,s/E/nt,_/_/s/E/n/t/_/,_/s/c/e/n/t/_/_/
scent,vv,151.0,0.33555555555555555,s/E/nt,_/_/s/E/n/t/_/,_/s/c/e/n/t/_/_/
false,jj,14992.0,33.315555555555555,f/O/ls,_/_/f/a/l/s/_/,_/_/f/a/l/s/e/_/
brew,nn,1052.0,2.3377777777777777,br/u/,_/b/r/u/_/_/_/,_/b/r/e/w/_/_/_/
brew,vv,434.0,0.9644444444444444,br/u/,_/b/r/u/_/_/_/,_/b/r/e/w/_/_/_/
jaw,nn,5610.0,12.466666666666667,/dZ/O/,_/_/J/a/_/_/_/,_/_/j/a/w/_/_/_/
jar,nn,4723.0,10.495555555555555,/dZ/A/r,_/_/J/a/r/_/_/,_/_/j/a/r/_/_/_/
jar,vv,36.0,0.08,/dZ/A/r,_/_/J/a/r/_/_/,_/_/j/a/r/_/_/_/
jam,nn,3435.0,7.633333333333334,/dZ/&/m,_/_/J/@/m/_/_/,_/_/j/a/m/_/_/_/
jam,vv,1217.0,2.7044444444444444,/dZ/&/m,_/_/J/@/m/_/_/,_/_/j/a/m/_/_/_/
tape,nn,20929.0,46.50888888888889,t/eI/p,_/_/t/e/j/p/_/,_/_/t/a/p/e/_/_/
tape,vv,1345.0,2.988888888888889,t/eI/p,_/_/t/e/j/p/_/,_/_/t/a/p/e/_/_/
jab,nn,518.0,1.1511111111111112,/dZ/&/b,_/_/J/@/b/_/_/,_/_/j/a/b/_/_/_/
jab,vv,223.0,0.4955555555555556,/dZ/&/b,_/_/J/@/b/_/_/,_/_/j/a/b/_/_/_/
wring,vv,503.0,1.1177777777777778,r/I/N/,_/_/r/I/G/_/_/,_/w/r/i/n/g/_/_/
wrung,vv,267.0,0.5933333333333334,r/@/N/,_/_/r/^/G/_/_/,_/w/r/u/n/g/_/_/
stuff,nn,47253.0,105.00666666666666,st/@/f,_/s/t/^/f/_/_/,_/s/t/u/f/f/_/_/
stuff,vv,2512.0,5.582222222222223,st/@/f,_/s/t/^/f/_/_/,_/s/t/u/f/f/_/_/
frame,nn,18896.0,41.99111111111111,fr/eI/m,_/f/r/e/j/m/_/,_/f/r/a/m/e/_/_/
frame,vv,1915.0,4.2555555555555555,fr/eI/m,_/f/r/e/j/m/_/,_/f/r/a/m/e/_/_/
off,rr,211579.0,470.17555555555555,/O/f,_/_/_/a/f/_/_/,_/_/_/o/f/f/_/_/
off,ii,119988.0,266.64,/O/f,_/_/_/a/f/_/_/,_/_/_/o/f/f/_/_/
off,jj,3044.0,6.764444444444444,/O/f,_/_/_/a/f/_/_/,_/_/_/o/f/f/_/_/
oft,rr,324.0,0.72,/O/ft,_/_/_/a/f/t/_/,_/_/_/o/f/t/_/_/
web,nn,38521.0,85.60222222222222,w/E/b,_/_/w/E/b/_/_/,_/_/w/e/b/_/_/_/
wee,jj,1242.0,2.76,w/i/,_/_/w/i/_/_/_/,_/_/w/e/e/_/_/_/
wee,nn,330.0,0.7333333333333333,w/i/,_/_/w/i/_/_/_/,_/_/w/e/e/_/_/_/
wee,vv,122.0,0.27111111111111114,w/i/,_/_/w/i/_/_/_/,_/_/w/e/e/_/_/_/
wed,vv,508.0,1.1288888888888888,w/E/d,_/_/w/E/d/_/_/,_/_/w/e/d/_/_/_/
crack,nn,7258.0,16.128888888888888,kr/&/k,_/k/r/@/k/_/_/,_/c/r/a/c/k/_/_/
crack,vv,4689.0,10.42,kr/&/k,_/k/r/@/k/_/_/,_/c/r/a/c/k/_/_/
cracked,vv,2141.0,4.757777777777778,kr/&/kt,_/k/r/@/k/t/_/,_/c/r/a/c/k/e/d/
crack,jj,224.0,0.49777777777777776,kr/&/k,_/k/r/@/k/_/_/,_/c/r/a/c/k/_/_/
pied,jj,284.0,0.6311111111111111,p/aI/d,_/_/p/a/j/d/_/,_/_/p/i/e/d/_/_/
crud,nn,343.0,0.7622222222222222,kr/@/d,_/k/r/^/d/_/_/,_/c/r/u/d/_/_/_/
crux,nn,716.0,1.5911111111111111,kr/@/ks,_/k/r/^/k/s/_/,_/c/r/u/x/_/_/_/
crus,nn,32.0,0.07111111111111111,kr/@/s,_/k/r/^/s/_/_/,_/c/r/u/s/_/_/_/
pier,nn,3186.0,7.08,p/i/r,_/_/p/i/r/_/_/,_/_/p/i/e/r/_/_/
bulge,nn,1064.0,2.3644444444444446,b/@/l/dZ/,_/_/b/^/l/J/_/,_/_/b/u/l/g/e/_/
bulge,vv,297.0,0.66,b/@/l/dZ/,_/_/b/^/l/J/_/,_/_/b/u/l/g/e/_/
sprain,nn,195.0,0.43333333333333335,spr/eI/n,s/p/r/e/j/n/_/,s/p/r/a/i/n/_/_/
sprain,vv,66.0,0.14666666666666667,spr/eI/n,s/p/r/e/j/n/_/,s/p/r/a/i/n/_/_/
flush,vv,1218.0,2.7066666666666666,fl/@/S/,_/f/l/^/S/_/_/,_/f/l/u/s/h/_/_/
flush,nn,1028.0,2.2844444444444445,fl/@/S/,_/f/l/^/S/_/_/,_/f/l/u/s/h/_/_/
flush,rr,725.0,1.6111111111111112,fl/@/S/,_/f/l/^/S/_/_/,_/f/l/u/s/h/_/_/
flush,jj,391.0,0.8688888888888889,fl/@/S/,_/f/l/^/S/_/_/,_/f/l/u/s/h/_/_/
khat,nn,67.0,0.14888888888888888,k/A/t,_/_/k/a/t/_/_/,_/k/h/a/t/_/_/_/
worth,ii,31947.0,70.99333333333334,w/@/r/T/,_/_/w/^/r/T/_/,_/_/w/o/r/t/h/_/
worth,nn,12714.0,28.253333333333334,w/@/r/T/,_/_/w/^/r/T/_/,_/_/w/o/r/t/h/_/
bra,nn,2341.0,5.202222222222222,br/A/,_/b/r/a/_/_/_/,_/b/r/a/_/_/_/_/
plot,nn,8890.0,19.755555555555556,pl/A/t,_/p/l/a/t/_/_/,_/p/l/o/t/_/_/_/
plot,vv,1535.0,3.411111111111111,pl/A/t,_/p/l/a/t/_/_/,_/p/l/o/t/_/_/_/
plow,nn,770.0,1.711111111111111,pl/AU/,_/p/l/a/w/_/_/,_/p/l/o/w/_/_/_/
plow,vv,562.0,1.248888888888889,pl/AU/,_/p/l/a/w/_/_/,_/p/l/o/w/_/_/_/
plop,vv,326.0,0.7244444444444444,pl/A/p,_/p/l/a/p/_/_/,_/p/l/o/p/_/_/_/
plop,nn,125.0,0.2777777777777778,pl/A/p,_/p/l/a/p/_/_/,_/p/l/o/p/_/_/_/
ploy,nn,1099.0,2.442222222222222,pl/Oi/,_/p/l/o/j/_/_/,_/p/l/o/y/_/_/_/
plod,vv,118.0,0.26222222222222225,pl/A/d,_/p/l/a/d/_/_/,_/p/l/o/d/_/_/_/
err,vv,557.0,1.2377777777777779,/@/r,_/_/_/^/r/_/_/,_/_/_/e/r/r/_/_/
ere,rr,167.0,0.3711111111111111,/@/r,_/_/_/^/r/_/_/,_/_/_/e/r/e/_/_/
ere,cs,150.0,0.3333333333333333,/@/r,_/_/_/^/r/_/_/,_/_/_/e/r/e/_/_/
ere,ii,110.0,0.24444444444444444,/@/r,_/_/_/^/r/_/_/,_/_/_/e/r/e/_/_/
flunk,vv,147.0,0.32666666666666666,fl/@/N/k,_/f/l/^/G/k/_/,_/f/l/u/n/k/_/_/
nuts,jj,775.0,1.7222222222222223,n/@/ts,_/_/n/^/t/s/_/,_/_/n/u/t/s/_/_/
arch,nn,2469.0,5.486666666666666,/A/r/tS/,_/_/_/a/r/C/_/,_/_/_/a/r/c/h/_/
arch,jj,904.0,2.008888888888889,/A/r/tS/,_/_/_/a/r/C/_/,_/_/_/a/r/c/h/_/
safe,jj,37526.0,83.39111111111112,s/eI/f,_/_/s/e/j/f/_/,_/_/s/a/f/e/_/_/
safe,nn,1617.0,3.5933333333333333,s/eI/f,_/_/s/e/j/f/_/,_/_/s/a/f/e/_/_/
sled,nn,1052.0,2.3377777777777777,sl/E/d,_/s/l/E/d/_/_/,_/s/l/e/d/_/_/_/
sled,vv,332.0,0.7377777777777778,sl/E/d,_/s/l/E/d/_/_/,_/s/l/e/d/_/_/_/
slew,nn,1120.0,2.488888888888889,sl/u/,_/s/l/u/_/_/_/,_/s/l/e/w/_/_/_/
slew,vv,159.0,0.35333333333333333,sl/u/,_/s/l/u/_/_/_/,_/s/l/e/w/_/_/_/
hoofed,jj,70.0,0.15555555555555556,h/U/ft,_/_/h/U/f/t/_/,_/_/h/o/o/f/e/d/
drench,vv,60.0,0.13333333333333333,dr/E/n/tS/,_/d/r/E/n/C/_/,_/d/r/e/n/c/h/_/
sprig,nn,440.0,0.9777777777777777,spr/I/g,s/p/r/I/g/_/_/,s/p/r/i/g/_/_/_/
guild,nn,2370.0,5.266666666666667,g/I/ld,_/_/g/I/l/d/_/,_/_/g/u/i/l/d/_/
guile,nn,226.0,0.5022222222222222,g/aI/l,_/_/g/a/j/l/_/,_/_/g/u/i/l/e/_/
guilt,nn,8737.0,19.415555555555557,g/I/lt,_/_/g/I/l/t/_/,_/_/g/u/i/l/t/_/
cadge,vv,31.0,0.06888888888888889,k/&/dZ/,_/_/k/@/J/_/_/,_/_/c/a/d/g/e/_/
grave,nn,5891.0,13.091111111111111,gr/eI/v,_/g/r/e/j/v/_/,_/g/r/a/v/e/_/_/
graves,nn,4422.0,9.826666666666666,gr/A/v,_/g/r/a/v/_/_/,_/g/r/a/v/e/s/_/
grave,jj,3504.0,7.786666666666667,gr/eI/v,_/g/r/e/j/v/_/,_/g/r/a/v/e/_/_/
swamp,nn,2826.0,6.28,sw/A/mp,_/s/w/a/m/p/_/,_/s/w/a/m/p/_/_/
swamp,vv,457.0,1.0155555555555555,sw/A/mp,_/s/w/a/m/p/_/,_/s/w/a/m/p/_/_/
aunt,nn,14066.0,31.25777777777778,/&/nt,_/_/_/@/n/t/_/,_/_/_/a/u/n/t/_/
runt,nn,177.0,0.3933333333333333,r/@/nt,_/_/r/^/n/t/_/,_/_/r/u/n/t/_/_/
rune,nn,131.0,0.2911111111111111,r/u/n,_/_/r/u/n/_/_/,_/_/r/u/n/e/_/_/
rung,nn,415.0,0.9222222222222223,r/@/N/,_/_/r/^/G/_/_/,_/_/r/u/n/g/_/_/
drawl,nn,578.0,1.2844444444444445,dr/O/l,_/d/r/a/l/_/_/,_/d/r/a/w/l/_/_/
drawl,vv,43.0,0.09555555555555556,dr/O/l,_/d/r/a/l/_/_/,_/d/r/a/w/l/_/_/
tone,nn,16675.0,37.05555555555556,t/oU/n,_/_/t/o/n/_/_/,_/_/t/o/n/e/_/_/
tone,vv,780.0,1.7333333333333334,t/oU/n,_/_/t/o/n/_/_/,_/_/t/o/n/e/_/_/
tong,nn,151.0,0.33555555555555555,t/O/N/,_/_/t/a/G/_/_/,_/_/t/o/n/g/_/_/
sculpt,vv,337.0,0.7488888888888889,sk/@/lpt,_/s/k/^/l/p/t/,_/s/c/u/l/p/t/_/
thrash,vv,282.0,0.6266666666666667,/T/r/&/S/,_/T/r/@/S/_/_/,t/h/r/a/s/h/_/_/
thrash,nn,89.0,0.19777777777777777,/T/r/&/S/,_/T/r/@/S/_/_/,t/h/r/a/s/h/_/_/
wheel,nn,13136.0,29.191111111111113,w/i/l,_/_/w/i/l/_/_/,_/w/h/e/e/l/_/_/
wheeled,vv,883.0,1.9622222222222223,w/i/ld,_/_/w/i/l/d/_/,_/w/h/e/e/l/e/d/
wheel,vv,201.0,0.44666666666666666,w/i/l,_/_/w/i/l/_/_/,_/w/h/e/e/l/_/_/
fuss,nn,1841.0,4.091111111111111,f/@/s,_/_/f/^/s/_/_/,_/_/f/u/s/s/_/_/
fuss,vv,394.0,0.8755555555555555,f/@/s,_/_/f/^/s/_/_/,_/_/f/u/s/s/_/_/
hang,vv,16041.0,35.64666666666667,h/&/N/,_/_/h/@/G/_/_/,_/_/h/a/n/g/_/_/
hung,vv,10273.0,22.82888888888889,h/@/N/,_/_/h/^/G/_/_/,_/_/h/u/n/g/_/_/
hang,nn,567.0,1.26,h/&/N/,_/_/h/@/G/_/_/,_/_/h/a/n/g/_/_/
hand,nn,159216.0,353.81333333333333,h/&/nd,_/_/h/@/n/d/_/,_/_/h/a/n/d/_/_/
hand,vv,1838.0,4.084444444444444,h/&/nd,_/_/h/@/n/d/_/,_/_/h/a/n/d/_/_/
fuse,nn,946.0,2.102222222222222,f/j/u/z,_/f/j/u/z/_/_/,_/_/f/u/s/e/_/_/
fuse,vv,415.0,0.9222222222222223,f/j/u/z,_/f/j/u/z/_/_/,_/_/f/u/s/e/_/_/
shout,vv,2799.0,6.22,/S/AU/t,_/_/S/a/w/t/_/,_/s/h/o/u/t/_/_/
shout,nn,1336.0,2.968888888888889,/S/AU/t,_/_/S/a/w/t/_/,_/s/h/o/u/t/_/_/
sparse,jj,1549.0,3.442222222222222,sp/A/rs,_/s/p/a/r/s/_/,_/s/p/a/r/s/e/_/
night,nn,194320.0,431.8222222222222,n/aI/t,_/_/n/a/j/t/_/,_/_/n/i/g/h/t/_/
born,vv,40454.0,89.89777777777778,b/O/rn,_/_/b/a/r/n/_/,_/_/b/o/r/n/_/_/
born,jj,1498.0,3.328888888888889,b/O/rn,_/_/b/a/r/n/_/,_/_/b/o/r/n/_/_/
bore,vv,2123.0,4.717777777777778,b/oU/r,_/_/b/o/r/_/_/,_/_/b/o/r/e/_/_/
bore,nn,986.0,2.1911111111111112,b/oU/r,_/_/b/o/r/_/_/,_/_/b/o/r/e/_/_/
peek,nn,1315.0,2.922222222222222,p/i/k,_/_/p/i/k/_/_/,_/_/p/e/e/k/_/_/
peek,vv,811.0,1.8022222222222222,p/i/k,_/_/p/i/k/_/_/,_/_/p/e/e/k/_/_/
peel,vv,2389.0,5.308888888888889,p/i/l,_/_/p/i/l/_/_/,_/_/p/e/e/l/_/_/
peel,nn,1720.0,3.8222222222222224,p/i/l,_/_/p/i/l/_/_/,_/_/p/e/e/l/_/_/
peer,nn,6455.0,14.344444444444445,p/i/r,_/_/p/i/r/_/_/,_/_/p/e/e/r/_/_/
peer,vv,4134.0,9.186666666666667,p/i/r,_/_/p/i/r/_/_/,_/_/p/e/e/r/_/_/
peep,nn,468.0,1.04,p/i/p,_/_/p/i/p/_/_/,_/_/p/e/e/p/_/_/
peep,vv,142.0,0.31555555555555553,p/i/p,_/_/p/i/p/_/_/,_/_/p/e/e/p/_/_/
frill,nn,105.0,0.23333333333333334,fr/I/l,_/f/r/I/l/_/_/,_/f/r/i/l/l/_/_/
prayer,nn,13581.0,30.18,pr/@/r,_/p/r/^/r/_/_/,_/p/r/a/y/e/r/_/
test,nn,52399.0,116.44222222222223,t/E/st,_/_/t/E/s/t/_/,_/_/t/e/s/t/_/_/
test,vv,16763.0,37.25111111111111,t/E/st,_/_/t/E/s/t/_/,_/_/t/e/s/t/_/_/
faze,vv,254.0,0.5644444444444444,f/eI/z,_/_/f/e/j/z/_/,_/_/f/a/z/e/_/_/
gun,nn,35698.0,79.32888888888888,g/@/n,_/_/g/^/n/_/_/,_/_/g/u/n/_/_/_/
gun,vv,77.0,0.1711111111111111,g/@/n,_/_/g/^/n/_/_/,_/_/g/u/n/_/_/_/
gum,nn,3375.0,7.5,g/@/m,_/_/g/^/m/_/_/,_/_/g/u/m/_/_/_/
gum,vv,85.0,0.18888888888888888,g/@/m,_/_/g/^/m/_/_/,_/_/g/u/m/_/_/_/
gummed,vv,32.0,0.07111111111111111,g/@/md,_/_/g/^/m/d/_/,_/_/g/u/m/m/e/d/
guv,nn,44.0,0.09777777777777778,g/@/v,_/_/g/^/v/_/_/,_/_/g/u/v/_/_/_/
gut,nn,4086.0,9.08,g/@/t,_/_/g/^/t/_/_/,_/_/g/u/t/_/_/_/
guts,nn,2999.0,6.664444444444444,g/@/ts,_/_/g/^/t/s/_/,_/_/g/u/t/s/_/_/
gut,vv,378.0,0.84,g/@/t,_/_/g/^/t/_/_/,_/_/g/u/t/_/_/_/
guy,nn,77570.0,172.37777777777777,g/aI/,_/_/g/a/j/_/_/,_/_/g/u/y/_/_/_/
cost,nn,45702.0,101.56,k/O/st,_/_/k/a/s/t/_/,_/_/c/o/s/t/_/_/
cost,vv,20531.0,45.62444444444444,k/O/st,_/_/k/a/s/t/_/,_/_/c/o/s/t/_/_/
sieve,nn,520.0,1.1555555555555554,s/I/v,_/_/s/I/v/_/_/,_/_/s/i/e/v/e/_/
sieve,vv,39.0,0.08666666666666667,s/I/v,_/_/s/I/v/_/_/,_/_/s/i/e/v/e/_/
slough,nn,177.0,0.3933333333333333,sl/AU/,_/s/l/a/w/_/_/,_/s/l/o/u/g/h/_/
slough,vv,142.0,0.31555555555555553,sl/AU/,_/s/l/a/w/_/_/,_/s/l/o/u/g/h/_/
cluck,vv,75.0,0.16666666666666666,kl/@/k,_/k/l/^/k/_/_/,_/c/l/u/c/k/_/_/
cluck,nn,72.0,0.16,kl/@/k,_/k/l/^/k/_/_/,_/c/l/u/c/k/_/_/
chips,nn,9737.0,21.637777777777778,t/S/I/ps,_/t/S/I/p/s/_/,_/c/h/i/p/s/_/_/
chip,nn,8823.0,19.606666666666666,/tS/I/p,_/_/C/I/p/_/_/,_/c/h/i/p/_/_/_/
chipped,vv,447.0,0.9933333333333333,/tS/I/pt,_/_/C/I/p/t/_/,_/c/h/i/p/p/e/d/
chip,vv,171.0,0.38,/tS/I/p,_/_/C/I/p/_/_/,_/c/h/i/p/_/_/_/
chips,vv,40.0,0.08888888888888889,t/S/I/ps,_/t/S/I/p/s/_/,_/c/h/i/p/s/_/_/
chit,nn,93.0,0.20666666666666667,/tS/I/t,_/_/C/I/t/_/_/,_/c/h/i/t/_/_/_/
chin,nn,8432.0,18.73777777777778,/tS/I/n,_/_/C/I/n/_/_/,_/c/h/i/n/_/_/_/
chic,jj,2397.0,5.326666666666667,/S/i/k,_/_/S/i/k/_/_/,_/c/h/i/c/_/_/_/
lounge,nn,3878.0,8.617777777777778,l/AU/n/dZ/,_/_/l/a/w/n/J/,_/_/l/o/u/n/g/e/
lounge,vv,246.0,0.5466666666666666,l/AU/n/dZ/,_/_/l/a/w/n/J/,_/_/l/o/u/n/g/e/
kurd,nn,36.0,0.08,k/@/rd,_/_/k/^/r/d/_/,_/_/k/u/r/d/_/_/
brain,nn,33942.0,75.42666666666666,br/eI/n,_/b/r/e/j/n/_/,_/b/r/a/i/n/_/_/
brain,vv,40.0,0.08888888888888889,br/eI/n,_/b/r/e/j/n/_/,_/b/r/a/i/n/_/_/
stile,nn,113.0,0.2511111111111111,st/aI/l,_/s/t/a/j/l/_/,_/s/t/i/l/e/_/_/
braid,nn,930.0,2.066666666666667,br/eI/d,_/b/r/e/j/d/_/,_/b/r/a/i/d/_/_/
braid,vv,222.0,0.49333333333333335,br/eI/d,_/b/r/e/j/d/_/,_/b/r/a/i/d/_/_/
nod,nn,3550.0,7.888888888888889,n/A/d,_/_/n/a/d/_/_/,_/_/n/o/d/_/_/_/
nod,vv,1939.0,4.308888888888889,n/A/d,_/_/n/a/d/_/_/,_/_/n/o/d/_/_/_/
nog,nn,45.0,0.1,n/A/g,_/_/n/a/g/_/_/,_/_/n/o/g/_/_/_/
not,xx,1871822.0,4159.604444444444,n/A/t,_/_/n/a/t/_/_/,_/_/n/o/t/_/_/_/
not,cs,12662.0,28.137777777777778,n/A/t,_/_/n/a/t/_/_/,_/_/n/o/t/_/_/_/
not,rr,371.0,0.8244444444444444,n/A/t,_/_/n/a/t/_/_/,_/_/n/o/t/_/_/_/
now,rr,695697.0,1545.9933333333333,n/AU/,_/_/n/a/w/_/_/,_/_/n/o/w/_/_/_/
now,cs,21865.0,48.58888888888889,n/AU/,_/_/n/a/w/_/_/,_/_/n/o/w/_/_/_/
nor,cc,41688.0,92.64,n/O/r,_/_/n/a/r/_/_/,_/_/n/o/r/_/_/_/
drop,vv,18342.0,40.76,dr/A/p,_/d/r/a/p/_/_/,_/d/r/o/p/_/_/_/
drop,nn,10403.0,23.11777777777778,dr/A/p,_/d/r/a/p/_/_/,_/d/r/o/p/_/_/_/
grouse,nn,852.0,1.8933333333333333,gr/AU/s,_/g/r/a/w/s/_/,_/g/r/o/u/s/e/_/
yeah,uh,128461.0,285.4688888888889,/j/@/,_/_/j/^/_/_/_/,_/_/_/y/e/a/h/_/
wrap,vv,5018.0,11.151111111111112,r/&/p,_/_/r/@/p/_/_/,_/w/r/a/p/_/_/_/
wrap,nn,3239.0,7.197777777777778,r/&/p,_/_/r/@/p/_/_/,_/w/r/a/p/_/_/_/
year,nn,355002.0,788.8933333333333,/j/i/r,_/_/j/i/r/_/_/,_/_/_/y/e/a/r/_/
thirst,nn,1437.0,3.1933333333333334,/T/@/rst,_/_/T/^/r/s/t/,_/t/h/i/r/s/t/_/
thirst,vv,197.0,0.43777777777777777,/T/@/rst,_/_/T/^/r/s/t/,_/t/h/i/r/s/t/_/
tweeze,vv,25.0,0.05555555555555555,tw/i/z,_/t/w/i/z/_/_/,_/t/w/e/e/z/e/_/
gaffe,nn,274.0,0.6088888888888889,g/&/f,_/_/g/@/f/_/_/,_/_/g/a/f/f/e/_/
