wordform,word_class,sum_freq,norm_freq,Moby_pron,Rep_P,Rep_O
yen,nn,1550.0,3.4444444444444446,/j/E/n,_/_/j/E/n/_/_/,_/_/_/y/e/n/_/_/
floor,nn,64334.0,142.96444444444444,fl/oU/r,_/f/l/o/r/_/_/,_/f/l/o/o/r/_/_/
floor,vv,31.0,0.06888888888888889,fl/oU/r,_/f/l/o/r/_/_/,_/f/l/o/o/r/_/_/
flood,nn,7104.0,15.786666666666667,fl/@/d,_/f/l/^/d/_/_/,_/f/l/o/o/d/_/_/
flood,vv,1684.0,3.7422222222222223,fl/@/d,_/f/l/^/d/_/_/,_/f/l/o/o/d/_/_/
smell,nn,11748.0,26.106666666666666,sm/E/l,_/s/m/E/l/_/_/,_/s/m/e/l/l/_/_/
smell,vv,7329.0,16.286666666666665,sm/E/l,_/s/m/E/l/_/_/,_/s/m/e/l/l/_/_/
warn,vv,5114.0,11.364444444444445,w/O/rn,_/_/w/a/r/n/_/,_/_/w/a/r/n/_/_/
puss,nn,411.0,0.9133333333333333,p/U/s,_/_/p/U/s/_/_/,_/_/p/u/s/s/_/_/
push,vv,20130.0,44.733333333333334,p/U/S/,_/_/p/U/S/_/_/,_/_/p/u/s/h/_/_/
push,nn,4706.0,10.457777777777778,p/U/S/,_/_/p/U/S/_/_/,_/_/p/u/s/h/_/_/
badge,nn,2530.0,5.622222222222222,b/&/dZ/,_/_/b/@/J/_/_/,_/_/b/a/d/g/e/_/
splice,vv,114.0,0.25333333333333335,spl/aI/s,s/p/l/a/j/s/_/,s/p/l/i/c/e/_/_/
splice,nn,44.0,0.09777777777777778,spl/aI/s,s/p/l/a/j/s/_/,s/p/l/i/c/e/_/_/
root,nn,9866.0,21.924444444444443,r/u/t,_/_/r/u/t/_/_/,_/_/r/o/o/t/_/_/
root,vv,1219.0,2.7088888888888887,r/u/t,_/_/r/u/t/_/_/,_/_/r/o/o/t/_/_/
sawn,jj,29.0,0.06444444444444444,s/O/n,_/_/s/a/n/_/_/,_/_/s/a/w/n/_/_/
slush,nn,496.0,1.1022222222222222,sl/@/S/,_/s/l/^/S/_/_/,_/s/l/u/s/h/_/_/
slush,vv,56.0,0.12444444444444444,sl/@/S/,_/s/l/^/S/_/_/,_/s/l/u/s/h/_/_/
such,da,231593.0,514.6511111111112,s/@/tS/,_/_/s/^/C/_/_/,_/_/s/u/c/h/_/_/
such,ii,137063.0,304.58444444444444,s/@/tS/,_/_/s/^/C/_/_/,_/_/s/u/c/h/_/_/
such,cs,2881.0,6.402222222222222,s/@/tS/,_/_/s/^/C/_/_/,_/_/s/u/c/h/_/_/
suck,vv,2645.0,5.877777777777778,s/@/k,_/_/s/^/k/_/_/,_/_/s/u/c/k/_/_/
suck,nn,192.0,0.4266666666666667,s/@/k,_/_/s/^/k/_/_/,_/_/s/u/c/k/_/_/
dove,nn,1802.0,4.004444444444444,d/@/v,_/_/d/^/v/_/_/,_/_/d/o/v/e/_/_/
stress,nn,23599.0,52.44222222222222,str/E/s,s/t/r/E/s/_/_/,s/t/r/e/s/s/_/_/
stress,vv,3633.0,8.073333333333334,str/E/s,s/t/r/E/s/_/_/,s/t/r/e/s/s/_/_/
truck,nn,25635.0,56.96666666666667,tr/@/k,_/t/r/^/k/_/_/,_/t/r/u/c/k/_/_/
truck,vv,40.0,0.08888888888888889,tr/@/k,_/t/r/^/k/_/_/,_/t/r/u/c/k/_/_/
truce,nn,1311.0,2.9133333333333336,tr/u/s,_/t/r/u/s/_/_/,_/t/r/u/c/e/_/_/
course,rr,109981.0,244.40222222222224,k/oU/rs,_/_/k/o/r/s/_/,_/_/c/o/u/r/s/e/
course,nn,54055.0,120.12222222222222,k/oU/rs,_/_/k/o/r/s/_/,_/_/c/o/u/r/s/e/
course,vv,103.0,0.2288888888888889,k/oU/rs,_/_/k/o/r/s/_/,_/_/c/o/u/r/s/e/
quite,rr,79205.0,176.01111111111112,kw/aI/t,_/k/w/a/j/t/_/,_/_/q/u/i/t/e/_/
pled,jj,17.0,0.03777777777777778,pl/E/d,_/p/l/E/d/_/_/,_/p/l/e/d/_/_/_/
plebs,nn,19.0,0.042222222222222223,pl/E/bz,_/p/l/E/b/z/_/,_/p/l/e/b/s/_/_/
quits,jj,47.0,0.10444444444444445,kW/I/ts,_/_/k/I/t/s/_/,_/_/q/u/i/t/s/_/
punk,nn,2125.0,4.722222222222222,p/@/N/k,_/_/p/^/G/k/_/,_/_/p/u/n/k/_/_/
punt,nn,1126.0,2.502222222222222,p/U/nt,_/_/p/U/n/t/_/,_/_/p/u/n/t/_/_/
punt,vv,126.0,0.28,p/U/nt,_/_/p/U/n/t/_/,_/_/p/u/n/t/_/_/
hooch,nn,132.0,0.29333333333333333,h/u/tS/,_/_/h/u/C/_/_/,_/_/h/o/o/c/h/_/
clause,nn,4366.0,9.702222222222222,kl/O/z,_/k/l/a/z/_/_/,_/c/l/a/u/s/e/_/
draft,nn,13251.0,29.446666666666665,dr/&/ft,_/d/r/@/f/t/_/,_/d/r/a/f/t/_/_/
draft,vv,2163.0,4.806666666666667,dr/&/ft,_/d/r/@/f/t/_/,_/d/r/a/f/t/_/_/
sag,vv,482.0,1.0711111111111111,s/&/g,_/_/s/@/g/_/_/,_/_/s/a/g/_/_/_/
sag,nn,463.0,1.028888888888889,s/&/g,_/_/s/@/g/_/_/,_/_/s/a/g/_/_/_/
sad,jj,17654.0,39.23111111111111,s/&/d,_/_/s/@/d/_/_/,_/_/s/a/d/_/_/_/
says,vv,570397.0,1267.548888888889,s/E/z,_/_/s/E/z/_/_/,_/_/s/a/y/s/_/_/
say,vv,422280.0,938.4,s/eI/,_/_/s/e/j/_/_/,_/_/s/a/y/_/_/_/
say,nn,4304.0,9.564444444444444,s/eI/,_/_/s/e/j/_/_/,_/_/s/a/y/_/_/_/
say,rr,1289.0,2.8644444444444446,s/eI/,_/_/s/e/j/_/_/,_/_/s/a/y/_/_/_/
sax,nn,469.0,1.0422222222222222,s/&/ks,_/_/s/@/k/s/_/,_/_/s/a/x/_/_/_/
foiled,jj,94.0,0.2088888888888889,f/Oi/ld,_/_/f/o/j/l/d/,_/_/f/o/i/l/e/d/
sap,nn,1032.0,2.2933333333333334,s/&/p,_/_/s/@/p/_/_/,_/_/s/a/p/_/_/_/
sap,vv,337.0,0.7488888888888889,s/&/p,_/_/s/@/p/_/_/,_/_/s/a/p/_/_/_/
saw,nn,2164.0,4.808888888888889,s/O/,_/_/s/a/_/_/_/,_/_/s/a/w/_/_/_/
sawn,vv,43.0,0.09555555555555556,s/O/n,_/_/s/a/n/_/_/,_/_/s/a/w/n/_/_/
sat,nn,641.0,1.4244444444444444,s/&/t,_/_/s/@/t/_/_/,_/_/s/a/t/_/_/_/
note,nn,27795.0,61.766666666666666,n/oU/t,_/_/n/o/t/_/_/,_/_/n/o/t/e/_/_/
note,vv,16774.0,37.275555555555556,n/oU/t,_/_/n/o/t/_/_/,_/_/n/o/t/e/_/_/
knee,nn,13619.0,30.264444444444443,n/i/,_/_/n/i/_/_/_/,_/k/n/e/e/_/_/_/
knee,vv,26.0,0.057777777777777775,n/i/,_/_/n/i/_/_/_/,_/k/n/e/e/_/_/_/
sale,nn,17832.0,39.626666666666665,s/eI/l,_/_/s/e/j/l/_/,_/_/s/a/l/e/_/_/
salt,nn,30399.0,67.55333333333333,s/A/lt,_/_/s/a/l/t/_/,_/_/s/a/l/t/_/_/
salt,vv,86.0,0.19111111111111112,s/A/lt,_/_/s/a/l/t/_/,_/_/s/a/l/t/_/_/
salt,jj,44.0,0.09777777777777778,s/A/lt,_/_/s/a/l/t/_/,_/_/s/a/l/t/_/_/
slot,nn,3951.0,8.78,sl/A/t,_/s/l/a/t/_/_/,_/s/l/o/t/_/_/_/
slot,vv,92.0,0.20444444444444446,sl/A/t,_/s/l/a/t/_/_/,_/s/l/o/t/_/_/_/
slow,jj,23052.0,51.22666666666667,sl/oU/,_/s/l/o/_/_/_/,_/s/l/o/w/_/_/_/
slow,vv,7607.0,16.904444444444444,sl/oU/,_/s/l/o/_/_/_/,_/s/l/o/w/_/_/_/
slow,rr,1188.0,2.64,sl/oU/,_/s/l/o/_/_/_/,_/s/l/o/w/_/_/_/
slop,nn,241.0,0.5355555555555556,sl/A/p,_/s/l/a/p/_/_/,_/s/l/o/p/_/_/_/
slop,vv,103.0,0.2288888888888889,sl/A/p,_/s/l/a/p/_/_/,_/s/l/o/p/_/_/_/
gourd,nn,436.0,0.9688888888888889,g/oU/rd,_/_/g/o/r/d/_/,_/_/g/o/u/r/d/_/
cloak,nn,2132.0,4.737777777777778,kl/oU/k,_/k/l/o/k/_/_/,_/c/l/o/a/k/_/_/
cloak,vv,60.0,0.13333333333333333,kl/oU/k,_/k/l/o/k/_/_/,_/c/l/o/a/k/_/_/
sloe,nn,22.0,0.04888888888888889,sl/oU/,_/s/l/o/_/_/_/,_/s/l/o/e/_/_/_/
slog,nn,197.0,0.43777777777777777,sl/A/g,_/s/l/a/g/_/_/,_/s/l/o/g/_/_/_/
slog,vv,150.0,0.3333333333333333,sl/A/g,_/s/l/a/g/_/_/,_/s/l/o/g/_/_/_/
slob,nn,303.0,0.6733333333333333,sl/A/b,_/s/l/a/b/_/_/,_/s/l/o/b/_/_/_/
prime,jj,25550.0,56.77777777777778,pr/aI/m,_/p/r/a/j/m/_/,_/p/r/i/m/e/_/_/
prime,vv,113.0,0.2511111111111111,pr/aI/m,_/p/r/a/j/m/_/,_/p/r/i/m/e/_/_/
primp,vv,41.0,0.09111111111111111,pr/I/mp,_/p/r/I/m/p/_/,_/p/r/i/m/p/_/_/
where,cs,245573.0,545.7177777777778,w/@/r,_/_/w/^/r/_/_/,_/w/h/e/r/e/_/_/
where,rr,225423.0,500.94,w/@/r,_/_/w/^/r/_/_/,_/w/h/e/r/e/_/_/
mope,vv,68.0,0.1511111111111111,m/oU/p,_/_/m/o/p/_/_/,_/_/m/o/p/e/_/_/
mope,nn,42.0,0.09333333333333334,m/oU/p,_/_/m/o/p/_/_/,_/_/m/o/p/e/_/_/
dome,nn,4817.0,10.704444444444444,d/oU/m,_/_/d/o/m/_/_/,_/_/d/o/m/e/_/_/
spare,jj,4424.0,9.831111111111111,sp/@/r,_/s/p/^/r/_/_/,_/s/p/a/r/e/_/_/
spare,vv,3287.0,7.304444444444444,sp/@/r,_/s/p/^/r/_/_/,_/s/p/a/r/e/_/_/
spare,nn,83.0,0.18444444444444444,sp/@/r,_/s/p/^/r/_/_/,_/s/p/a/r/e/_/_/
spark,nn,2412.0,5.36,sp/A/rk,_/s/p/a/r/k/_/,_/s/p/a/r/k/_/_/
sparks,nn,2212.0,4.915555555555556,sp/A/rks,_/s/p/a/r/k/s/,_/s/p/a/r/k/s/_/
spark,vv,1386.0,3.08,sp/A/rk,_/s/p/a/r/k/_/,_/s/p/a/r/k/_/_/
sparks,vv,837.0,1.86,sp/A/rks,_/s/p/a/r/k/s/,_/s/p/a/r/k/s/_/
quack,nn,162.0,0.36,kw/&/k,_/k/w/@/k/_/_/,_/_/q/u/a/c/k/_/
quack,uh,145.0,0.32222222222222224,kw/&/k,_/k/w/@/k/_/_/,_/_/q/u/a/c/k/_/
quack,vv,68.0,0.1511111111111111,kw/&/k,_/k/w/@/k/_/_/,_/_/q/u/a/c/k/_/
boar,nn,790.0,1.7555555555555555,b/oU/r,_/_/b/o/r/_/_/,_/_/b/o/a/r/_/_/
boat,nn,27524.0,61.16444444444444,b/oU/t,_/_/b/o/t/_/_/,_/_/b/o/a/t/_/_/
boat,vv,34.0,0.07555555555555556,b/oU/t,_/_/b/o/t/_/_/,_/_/b/o/a/t/_/_/
stretch,nn,7784.0,17.297777777777778,str/E/tS/,s/t/r/E/C/_/_/,s/t/r/e/t/c/h/_/
stretch,vv,6098.0,13.551111111111112,str/E/tS/,s/t/r/E/C/_/_/,s/t/r/e/t/c/h/_/
jute,nn,120.0,0.26666666666666666,/dZ/u/t,_/_/J/u/t/_/_/,_/_/j/u/t/e/_/_/
blah,uh,1576.0,3.502222222222222,bl/A/,_/b/l/a/_/_/_/,_/b/l/a/h/_/_/_/
blab,vv,72.0,0.16,bl/&/b,_/b/l/@/b/_/_/,_/b/l/a/b/_/_/_/
fame,nn,10818.0,24.04,f/eI/m,_/_/f/e/j/m/_/,_/_/f/a/m/e/_/_/
spunk,nn,170.0,0.37777777777777777,sp/@/N/k,_/s/p/^/G/k/_/,_/s/p/u/n/k/_/_/
slime,nn,741.0,1.6466666666666667,sl/aI/m,_/s/l/a/j/m/_/,_/s/l/i/m/e/_/_/
slime,vv,21.0,0.04666666666666667,sl/aI/m,_/s/l/a/j/m/_/,_/s/l/i/m/e/_/_/
vamp,nn,210.0,0.4666666666666667,v/&/mp,_/_/v/@/m/p/_/,_/_/v/a/m/p/_/_/
vamp,vv,47.0,0.10444444444444445,v/&/mp,_/_/v/@/m/p/_/,_/_/v/a/m/p/_/_/
brogue,nn,150.0,0.3333333333333333,br/oU/g,_/b/r/o/g/_/_/,_/b/r/o/g/u/e/_/
tuff,jj,65.0,0.14444444444444443,t/@/f,_/_/t/^/f/_/_/,_/_/t/u/f/f/_/_/
swirl,nn,884.0,1.9644444444444444,sw/@/rl,_/s/w/^/r/l/_/,_/s/w/i/r/l/_/_/
swirl,vv,695.0,1.5444444444444445,sw/@/rl,_/s/w/^/r/l/_/,_/s/w/i/r/l/_/_/
vague,jj,5386.0,11.96888888888889,v/eI/g,_/_/v/e/j/g/_/,_/_/v/a/g/u/e/_/
tote,nn,782.0,1.7377777777777779,t/oU/t,_/_/t/o/t/_/_/,_/_/t/o/t/e/_/_/
tote,vv,337.0,0.7488888888888889,t/oU/t,_/_/t/o/t/_/_/,_/_/t/o/t/e/_/_/
noon,nn,8884.0,19.74222222222222,n/u/n,_/_/n/u/n/_/_/,_/_/n/o/o/n/_/_/
nook,nn,824.0,1.8311111111111111,n/U/k,_/_/n/U/k/_/_/,_/_/n/o/o/k/_/_/
stone,nn,28240.0,62.75555555555555,st/oU/n,_/s/t/o/n/_/_/,_/s/t/o/n/e/_/_/
stoned,vv,430.0,0.9555555555555556,st/oU/nd,_/s/t/o/n/d/_/,_/s/t/o/n/e/d/_/
stone,vv,53.0,0.11777777777777777,st/oU/n,_/s/t/o/n/_/_/,_/s/t/o/n/e/_/_/
meal,nn,14827.0,32.94888888888889,m/i/l,_/_/m/i/l/_/_/,_/_/m/e/a/l/_/_/
bond,nn,10149.0,22.553333333333335,b/A/nd,_/_/b/a/n/d/_/,_/_/b/o/n/d/_/_/
bond,vv,2149.0,4.775555555555556,b/A/nd,_/_/b/a/n/d/_/,_/_/b/o/n/d/_/_/
wade,vv,1340.0,2.977777777777778,w/eI/d,_/_/w/e/j/d/_/,_/_/w/a/d/e/_/_/
flirt,vv,657.0,1.46,fl/@/rt,_/f/l/^/r/t/_/,_/f/l/i/r/t/_/_/
flirt,nn,251.0,0.5577777777777778,fl/@/rt,_/f/l/^/r/t/_/,_/f/l/i/r/t/_/_/
feud,nn,1142.0,2.537777777777778,f/j/u/d,_/f/j/u/d/_/_/,_/_/f/e/u/d/_/_/
groom,nn,1627.0,3.6155555555555554,gr/u/m,_/g/r/u/m/_/_/,_/g/r/o/o/m/_/_/
groom,vv,431.0,0.9577777777777777,gr/u/m,_/g/r/u/m/_/_/,_/g/r/o/o/m/_/_/
neigh,nn,40.0,0.08888888888888889,n/eI/,_/_/n/e/j/_/_/,_/_/n/e/i/g/h/_/
neigh,vv,19.0,0.042222222222222223,n/eI/,_/_/n/e/j/_/_/,_/_/n/e/i/g/h/_/
smile,nn,28496.0,63.324444444444445,sm/aI/l,_/s/m/a/j/l/_/,_/s/m/i/l/e/_/_/
smile,vv,6388.0,14.195555555555556,sm/aI/l,_/s/m/a/j/l/_/,_/s/m/i/l/e/_/_/
strand,nn,2033.0,4.517777777777778,str/&/nd,s/t/r/@/n/d/_/,s/t/r/a/n/d/_/_/
laud,vv,125.0,0.2777777777777778,l/O/d,_/_/l/a/d/_/_/,_/_/l/a/u/d/_/_/
hick,nn,173.0,0.3844444444444444,h/I/k,_/_/h/I/k/_/_/,_/_/h/i/c/k/_/_/
fleur,nn,160.0,0.35555555555555557,fl/@/r,_/f/l/^/r/_/_/,_/f/l/e/u/r/_/_/
schuss,nn,17.0,0.03777777777777778,/S/U/s,_/_/S/U/s/_/_/,s/c/h/u/s/s/_/_/
vie,vv,1017.0,2.26,v/aI/,_/_/v/a/j/_/_/,_/_/v/i/e/_/_/_/
vim,nn,62.0,0.13777777777777778,v/I/m,_/_/v/I/m/_/_/,_/_/v/i/m/_/_/_/
teens,nn,8053.0,17.895555555555557,t/i/nz,_/_/t/i/n/z/_/,_/_/t/e/e/n/s/_/
teen,nn,7340.0,16.31111111111111,t/i/n,_/_/t/i/n/_/_/,_/_/t/e/e/n/_/_/
teem,vv,97.0,0.21555555555555556,t/i/m,_/_/t/i/m/_/_/,_/_/t/e/e/m/_/_/
mall,nn,9163.0,20.362222222222222,m/O/l,_/_/m/a/l/_/_/,_/_/m/a/l/l/_/_/
male,jj,28115.0,62.477777777777774,m/eI/l,_/_/m/e/j/l/_/,_/_/m/a/l/e/_/_/
male,nn,16055.0,35.67777777777778,m/eI/l,_/_/m/e/j/l/_/,_/_/m/a/l/e/_/_/
dress,nn,20837.0,46.30444444444444,dr/E/s,_/d/r/E/s/_/_/,_/d/r/e/s/s/_/_/
dress,vv,6712.0,14.915555555555555,dr/E/s,_/d/r/E/s/_/_/,_/d/r/e/s/s/_/_/
fleck,nn,311.0,0.6911111111111111,fl/E/k,_/f/l/E/k/_/_/,_/f/l/e/c/k/_/_/
plant,nn,35301.0,78.44666666666667,pl/&/nt,_/p/l/@/n/t/_/,_/p/l/a/n/t/_/_/
plant,vv,5017.0,11.148888888888889,pl/&/nt,_/p/l/@/n/t/_/,_/p/l/a/n/t/_/_/
trade,nn,51584.0,114.63111111111111,tr/eI/d,_/t/r/e/j/d/_/,_/t/r/a/d/e/_/_/
trade,vv,5677.0,12.615555555555556,tr/eI/d,_/t/r/e/j/d/_/,_/t/r/a/d/e/_/_/
its,ap,603623.0,1341.3844444444444,/I/ts,_/_/_/I/t/s/_/,_/_/_/i/t/s/_/_/
blues,nn,9143.0,20.317777777777778,bl/u/z,_/b/l/u/z/_/_/,_/b/l/u/e/s/_/_/
scribe,nn,516.0,1.1466666666666667,skr/i/b,s/k/r/i/b/_/_/,s/c/r/i/b/e/_/_/
clump,nn,1092.0,2.4266666666666667,kl/@/mp,_/k/l/^/m/p/_/,_/c/l/u/m/p/_/_/
clump,vv,21.0,0.04666666666666667,kl/@/mp,_/k/l/^/m/p/_/,_/c/l/u/m/p/_/_/
frock,nn,394.0,0.8755555555555555,fr/A/k,_/f/r/a/k/_/_/,_/f/r/o/c/k/_/_/
frock,vv,28.0,0.06222222222222222,fr/A/k,_/f/r/a/k/_/_/,_/f/r/o/c/k/_/_/
brace,nn,1115.0,2.477777777777778,br/eI/s,_/b/r/e/j/s/_/,_/b/r/a/c/e/_/_/
brace,vv,1009.0,2.2422222222222223,br/eI/s,_/b/r/e/j/s/_/,_/b/r/a/c/e/_/_/
scuff,nn,98.0,0.21777777777777776,sk/@/f,_/s/k/^/f/_/_/,_/s/c/u/f/f/_/_/
scuff,vv,74.0,0.16444444444444445,sk/@/f,_/s/k/^/f/_/_/,_/s/c/u/f/f/_/_/
rite,nn,1898.0,4.217777777777778,r/aI/t,_/_/r/a/j/t/_/,_/_/r/i/t/e/_/_/
knelt,vv,2355.0,5.233333333333333,n/E/lt,_/_/n/E/l/t/_/,_/k/n/e/l/t/_/_/
kneel,vv,960.0,2.1333333333333333,n/i/l,_/_/n/i/l/_/_/,_/k/n/e/e/l/_/_/
load,nn,8311.0,18.468888888888888,l/oU/d,_/_/l/o/d/_/_/,_/_/l/o/a/d/_/_/
load,vv,3044.0,6.764444444444444,l/oU/d,_/_/l/o/d/_/_/,_/_/l/o/a/d/_/_/
loaf,nn,2367.0,5.26,l/oU/f,_/_/l/o/f/_/_/,_/_/l/o/a/f/_/_/
loaves,nn,939.0,2.0866666666666664,l/oU/vz,_/_/l/o/v/z/_/,_/_/l/o/a/v/e/s/
loaf,vv,145.0,0.32222222222222224,l/oU/f,_/_/l/o/f/_/_/,_/_/l/o/a/f/_/_/
loam,nn,321.0,0.7133333333333334,l/oU/m,_/_/l/o/m/_/_/,_/_/l/o/a/m/_/_/
loan,nn,13112.0,29.137777777777778,l/oU/n,_/_/l/o/n/_/_/,_/_/l/o/a/n/_/_/
loan,vv,196.0,0.43555555555555553,l/oU/n,_/_/l/o/n/_/_/,_/_/l/o/a/n/_/_/
hind,jj,1226.0,2.7244444444444444,h/aI/nd,_/_/h/a/j/n/d/,_/_/h/i/n/d/_/_/
pound,nn,7577.0,16.837777777777777,p/AU/nd,_/_/p/a/w/n/d/,_/_/p/o/u/n/d/_/
pound,vv,1577.0,3.5044444444444443,p/AU/nd,_/_/p/a/w/n/d/,_/_/p/o/u/n/d/_/
chase,nn,7309.0,16.24222222222222,/tS/eI/s,_/_/C/e/j/s/_/,_/c/h/a/s/e/_/_/
chase,vv,3909.0,8.686666666666667,/tS/eI/s,_/_/C/e/j/s/_/,_/c/h/a/s/e/_/_/
mint,nn,2065.0,4.588888888888889,m/I/nt,_/_/m/I/n/t/_/,_/_/m/i/n/t/_/_/
mint,jj,1639.0,3.6422222222222222,m/I/nt,_/_/m/I/n/t/_/,_/_/m/i/n/t/_/_/
mint,vv,47.0,0.10444444444444445,m/I/nt,_/_/m/I/n/t/_/,_/_/m/i/n/t/_/_/
snail,nn,917.0,2.037777777777778,sn/eI/l,_/s/n/e/j/l/_/,_/s/n/a/i/l/_/_/
stack,nn,4551.0,10.113333333333333,st/&/k,_/s/t/@/k/_/_/,_/s/t/a/c/k/_/_/
stacked,vv,2353.0,5.228888888888889,st/&/kt,_/s/t/@/k/t/_/,_/s/t/a/c/k/e/d/
stack,vv,1284.0,2.8533333333333335,st/&/k,_/s/t/@/k/_/_/,_/s/t/a/c/k/_/_/
strobe,nn,290.0,0.6444444444444445,str/oU/b,s/t/r/o/b/_/_/,s/t/r/o/b/e/_/_/
strobe,vv,77.0,0.1711111111111111,str/oU/b,s/t/r/o/b/_/_/,s/t/r/o/b/e/_/_/
quest,nn,7466.0,16.59111111111111,kw/E/st,_/k/w/E/s/t/_/,_/_/q/u/e/s/t/_/
lithe,jj,544.0,1.208888888888889,l/aI/D/,_/_/l/a/j/D/_/,_/_/l/i/t/h/e/_/
tarn,nn,86.0,0.19111111111111112,t/A/rn,_/_/t/a/r/n/_/,_/_/t/a/r/n/_/_/
tuft,nn,257.0,0.5711111111111111,t/@/ft,_/_/t/^/f/t/_/,_/_/t/u/f/t/_/_/
scrape,vv,1901.0,4.224444444444444,skr/eI/p,s/k/r/e/j/p/_/,s/c/r/a/p/e/_/_/
scrape,nn,598.0,1.3288888888888888,skr/eI/p,s/k/r/e/j/p/_/,s/c/r/a/p/e/_/_/
tarp,nn,1202.0,2.671111111111111,t/A/rp,_/_/t/a/r/p/_/,_/_/t/a/r/p/_/_/
tart,nn,1283.0,2.851111111111111,t/A/rt,_/_/t/a/r/t/_/,_/_/t/a/r/t/_/_/
tart,jj,973.0,2.1622222222222223,t/A/rt,_/_/t/a/r/t/_/,_/_/t/a/r/t/_/_/
scrub,nn,1358.0,3.017777777777778,skr/@/b,s/k/r/^/b/_/_/,s/c/r/u/b/_/_/_/
scrub,vv,1054.0,2.3422222222222224,skr/@/b,s/k/r/^/b/_/_/,s/c/r/u/b/_/_/_/
scrum,nn,128.0,0.28444444444444444,skr/@/m,s/k/r/^/m/_/_/,s/c/r/u/m/_/_/_/
age,nn,103149.0,229.22,/eI/dZ/,_/_/_/e/j/J/_/,_/_/_/a/g/e/_/_/
age,vv,3041.0,6.757777777777778,/eI/dZ/,_/_/_/e/j/J/_/,_/_/_/a/g/e/_/_/
vetch,nn,84.0,0.18666666666666668,v/E/t/S/,_/_/v/E/t/S/_/,_/_/v/e/t/c/h/_/
this,dd,2174198.0,4831.551111111111,/D/I/s,_/_/D/I/s/_/_/,_/t/h/i/s/_/_/_/
this,rr,6429.0,14.286666666666667,/D/I/s,_/_/D/I/s/_/_/,_/t/h/i/s/_/_/_/
odd,jj,13676.0,30.391111111111112,/A/d,_/_/_/a/d/_/_/,_/_/_/o/d/d/_/_/
ode,nn,577.0,1.2822222222222222,/oU/d,_/_/_/o/d/_/_/,_/_/_/o/d/e/_/_/
great,jj,208025.0,462.27777777777777,gr/eI/t,_/g/r/e/j/t/_/,_/g/r/e/a/t/_/_/
zip,nn,1795.0,3.988888888888889,z/I/p,_/_/z/I/p/_/_/,_/_/z/i/p/_/_/_/
zip,vv,1017.0,2.26,z/I/p,_/_/z/I/p/_/_/,_/_/z/i/p/_/_/_/
pout,nn,358.0,0.7955555555555556,p/AU/t,_/_/p/a/w/t/_/,_/_/p/o/u/t/_/_/
pout,vv,110.0,0.24444444444444444,p/AU/t,_/_/p/a/w/t/_/,_/_/p/o/u/t/_/_/
pour,vv,9205.0,20.455555555555556,p/oU/r,_/_/p/o/r/_/_/,_/_/p/o/u/r/_/_/
thin,jj,24418.0,54.26222222222222,/T/I/n,_/_/T/I/n/_/_/,_/t/h/i/n/_/_/_/
thin,vv,944.0,2.097777777777778,/T/I/n,_/_/T/I/n/_/_/,_/t/h/i/n/_/_/_/
pouf,nn,60.0,0.13333333333333333,p/u/f,_/_/p/u/f/_/_/,_/_/p/o/u/f/_/_/
bent,vv,5443.0,12.095555555555556,b/E/nt,_/_/b/E/n/t/_/,_/_/b/e/n/t/_/_/
bend,vv,4260.0,9.466666666666667,b/E/nd,_/_/b/E/n/d/_/,_/_/b/e/n/d/_/_/
bend,nn,3692.0,8.204444444444444,b/E/nd,_/_/b/E/n/d/_/,_/_/b/e/n/d/_/_/
claque,nn,25.0,0.05555555555555555,kl/&/k,_/k/l/@/k/_/_/,_/c/l/a/q/u/e/_/
mumps,nn,133.0,0.29555555555555557,m/@/mps,_/_/m/^/m/p/s/,_/_/m/u/m/p/s/_/
tied,jj,219.0,0.4866666666666667,t/aI/d,_/_/t/a/j/d/_/,_/_/t/i/e/d/_/_/
cusp,nn,543.0,1.2066666666666668,k/@/sp,_/_/k/^/s/p/_/,_/_/c/u/s/p/_/_/
cuss,nn,144.0,0.32,k/@/s,_/_/k/^/s/_/_/,_/_/c/u/s/s/_/_/
cuss,vv,139.0,0.3088888888888889,k/@/s,_/_/k/^/s/_/_/,_/_/c/u/s/s/_/_/
valve,nn,2662.0,5.915555555555556,v/&/lv,_/_/v/@/l/v/_/,_/_/v/a/l/v/e/_/
shut,vv,12862.0,28.58222222222222,/S/@/t,_/_/S/^/t/_/_/,_/s/h/u/t/_/_/_/
shut,jj,2254.0,5.0088888888888885,/S/@/t,_/_/S/^/t/_/_/,_/s/h/u/t/_/_/_/
thrush,nn,181.0,0.4022222222222222,/T/r/@/S/,_/T/r/^/S/_/_/,t/h/r/u/s/h/_/_/
tempt,vv,734.0,1.6311111111111112,t/E/mpt,_/_/t/E/m/p/t/,_/_/t/e/m/p/t/_/
thrust,nn,2295.0,5.1,/T/r/@/st,_/T/r/^/s/t/_/,t/h/r/u/s/t/_/_/
thrust,vv,1297.0,2.882222222222222,/T/r/@/st,_/T/r/^/s/t/_/,t/h/r/u/s/t/_/_/
shul,nn,87.0,0.19333333333333333,/S/U/l,_/_/S/U/l/_/_/,_/s/h/u/l/_/_/_/
scarp,nn,47.0,0.10444444444444445,sk/A/rp,_/s/k/a/r/p/_/,_/s/c/a/r/p/_/_/
scare,vv,3369.0,7.486666666666666,sk/@/r,_/s/k/^/r/_/_/,_/s/c/a/r/e/_/_/
